move_id	name	type	category	power	accuracy	pp	priority	secondary_chance	target	tm_slot	tm_number	tutor_slot	is_placeholder	source_record	confidence	description
174	Curse	Ghost	Status	0	0	10	0	0	0	NA	NA	NA	FALSE	data.js:moves[174]	Measured	A move that works differently for the Ghost-type and all the other types.
175	Flail	Normal	Physical	1	100	15	0	0	0	NA	NA	NA	FALSE	data.js:moves[175]	Measured	A desperate attack that becomes more powerful the less HP the user has.
176	Conversion 2	Normal	Status	0	0	30	0	0	0	NA	NA	NA	FALSE	data.js:moves[176]	Measured	The user changes type to make itself resistant to the last attack it took.
177	Aeroblast	Flying	Special	100	100	5	0	0	0	NA	NA	NA	FALSE	data.js:moves[177]	Measured	A vortex of air is shot at the foe. It has a high critical-hit ratio.
178	Cotton Spore	Grass	Status	0	100	40	0	0	8	NA	NA	NA	FALSE	data.js:moves[178]	Measured	Cotton-like spores cling to the foe, sharply reducing its Speed stat.
179	Reversal	Fighting	Physical	1	100	15	0	0	0	NA	NA	NA	FALSE	data.js:moves[179]	Measured	An all-out attack that becomes more powerful the less HP the user has.
180	Spite	Ghost	Status	0	100	10	0	0	0	NA	NA	NA	FALSE	data.js:moves[180]	Measured	A move that cuts 2 to 5 PP from the move last used by the foe.
181	Powder Snow	Ice	Special	40	100	25	0	10	8	NA	NA	NA	FALSE	data.js:moves[181]	Measured	Blasts the foe with a snowy gust. It may cause freezing.
182	Protect	Normal	Status	0	0	10	4	0	16	16	17	NA	FALSE	data.js:moves[182]	Measured	Enables the user to evade all attacks. It may fail if used in succession.
183	Mach Punch	Fighting	Physical	40	100	30	1	0	0	NA	NA	NA	FALSE	data.js:moves[183]	Measured	A punch thrown at blinding speed. It is certain to strike first.
184	Scary Face	Normal	Status	0	100	10	0	0	0	NA	NA	NA	FALSE	data.js:moves[184]	Measured	Frightens the foe with a scary face to sharply reduce its Speed.
185	Feint Attack	Dark	Physical	60	0	20	0	0	0	NA	NA	NA	FALSE	data.js:moves[185]	Measured	The user draws up close to the foe disarmingly, then hits without fail.
186	Sweet Kiss	Fairy	Status	0	75	10	0	0	0	NA	NA	NA	FALSE	data.js:moves[186]	Measured	The user kisses the foe with sweet cuteness that causes confusion.
187	Belly Drum	Normal	Status	0	0	10	0	0	16	NA	NA	NA	FALSE	data.js:moves[187]	Measured	The user maximizes its Attack stat at the cost of half its full HP.
188	Sludge Bomb	Poison	Special	90	100	10	0	30	0	35	36	NA	FALSE	data.js:moves[188]	Measured	Filthy sludge is hurled at the foe. It may poison the target.
189	Mud-Slap	Ground	Special	40	100	10	0	0	0	NA	NA	NA	FALSE	data.js:moves[189]	Measured	The user hurls mud at the foe, dealing minimal damage. 
190	Octazooka	Water	Special	80	100	10	0	100	0	NA	NA	NA	FALSE	data.js:moves[190]	Measured	Ink is blasted in the foe's face or eyes to deal damage.
191	Spikes	Ground	Status	0	0	20	0	0	64	NA	NA	72	FALSE	data.js:moves[191]	Measured	A trap of spikes is laid around the foe's party to hurt foes switching in.
192	Zap Cannon	Electric	Special	120	50	5	0	100	0	NA	NA	NA	FALSE	data.js:moves[192]	Measured	An electric blast is fired like a cannon to inflict damage and paralyze.
193	Foresight	Normal	Status	0	0	40	0	0	0	NA	NA	NA	FALSE	data.js:moves[193]	Measured	Completely negates the foe's efforts to heighten its ability to evade.
194	Destiny Bond	Ghost	Status	0	0	5	0	0	16	NA	NA	NA	FALSE	data.js:moves[194]	Measured	If the user faints, the foe delivering the final hit also faints.
195	Perish Song	Normal	Status	0	0	5	0	0	16	NA	NA	NA	FALSE	data.js:moves[195]	Measured	Any battler that hears this faints in three turns unless it switches.
196	Icy Wind	Ice	Special	55	100	15	0	100	8	20	21	NA	FALSE	data.js:moves[196]	Measured	A chilling wind is used to attack. It also lowers the Speed stat.
197	Detect	Fighting	Status	0	0	5	4	0	16	NA	NA	NA	FALSE	data.js:moves[197]	Measured	Enables the user to evade all attacks. It may fail if used in succession.
198	Bone Rush	Ground	Physical	25	100	10	0	0	0	NA	NA	NA	FALSE	data.js:moves[198]	Measured	The user strikes the foe with a bone in hand two to five times.
199	Lock-On	Normal	Status	0	0	5	0	0	0	NA	NA	NA	FALSE	data.js:moves[199]	Measured	The user locks on to the foe, making the next move sure to hit.
200	Outrage	Dragon	Physical	120	100	10	0	100	4	NA	NA	NA	FALSE	data.js:moves[200]	Measured	The user thrashes about for two to three turns, then becomes confused.
201	Sandstorm	Rock	Status	0	0	10	0	0	16	NA	NA	109	FALSE	data.js:moves[201]	Measured	A 5-turn sandstorm that damages all types except Rock, Ground, and Steel.
202	Giga Drain	Grass	Special	75	100	10	0	0	0	18	19	NA	FALSE	data.js:moves[202]	Measured	A harsh attack that absorbs half the damage it inflicted to restore HP.
203	Endure	Normal	Status	0	0	10	4	0	16	NA	NA	NA	FALSE	data.js:moves[203]	Measured	The user endures any hit with 1 HP left. It may fail if used in succession.
204	Charm	Fairy	Status	0	100	5	0	0	0	NA	NA	NA	FALSE	data.js:moves[204]	Measured	The foe is charmed by the user's cute appeals, sharply cutting its Attack.
205	Rollout	Rock	Physical	30	90	20	0	0	0	NA	NA	NA	FALSE	data.js:moves[205]	Measured	A 5-turn rolling attack that becomes stronger each time it hits.
206	False Swipe	Normal	Physical	40	100	40	0	0	0	NA	NA	NA	FALSE	data.js:moves[206]	Measured	A restrained attack that always leaves the foe with at least 1 HP.
207	Swagger	Normal	Status	0	90	15	0	100	0	NA	NA	NA	FALSE	data.js:moves[207]	Measured	A move that makes the foe confused, but also sharply raises its Attack.
208	Milk Drink	Normal	Status	0	0	5	0	0	16	NA	NA	NA	FALSE	data.js:moves[208]	Measured	Heals the user by up to half its full HP. It can be used to heal an ally.
209	Spark	Electric	Physical	65	100	20	0	30	0	NA	NA	NA	FALSE	data.js:moves[209]	Measured	An electrically charged tackle that may also paralyze the foe.
210	Fury Cutter	Bug	Physical	40	95	20	0	0	0	NA	NA	NA	FALSE	data.js:moves[210]	Measured	An attack that grows stronger on each successive hit.
211	Steel Wing	Steel	Physical	70	100	25	0	10	0	46	47	NA	FALSE	data.js:moves[211]	Measured	The foe is hit with wings of steel. It may also raise the user's Defense.
212	Mean Look	Normal	Status	0	0	5	0	0	0	NA	NA	NA	FALSE	data.js:moves[212]	Measured	The foe is fixed with a mean look that prevents it from escaping.
213	Attract	Normal	Status	0	100	15	0	0	0	NA	NA	NA	FALSE	data.js:moves[213]	Measured	If it is the other gender, the foe is made infatuated and unlikely to attack.
214	Sleep Talk	Normal	Status	0	0	10	0	0	1	81	82	NA	FALSE	data.js:moves[214]	Measured	While asleep, the user randomly uses one of the moves it knows.
215	Heal Bell	Normal	Status	0	0	5	0	0	16	NA	NA	NA	FALSE	data.js:moves[215]	Measured	A soothing bell chimes to heal the status problems of all allies.
216	Return	Normal	Physical	1	100	20	0	0	0	26	27	NA	FALSE	data.js:moves[216]	Measured	This attack move grows more powerful the more the user likes its Trainer.
217	Present	Normal	Physical	1	90	15	0	0	0	NA	NA	NA	FALSE	data.js:moves[217]	Measured	The foe is given a booby-trapped gift. It restores HP sometimes, however.
218	Frustration	Normal	Physical	1	100	20	0	0	0	NA	NA	NA	FALSE	data.js:moves[218]	Measured	This attack move grows more powerful the less the user likes its Trainer.
219	Safeguard	Normal	Status	0	0	25	0	0	16	NA	NA	NA	FALSE	data.js:moves[219]	Measured	It protects the user's party from all status problems for five turns.
220	Pain Split	Normal	Status	1	0	20	0	0	0	NA	NA	27	FALSE	data.js:moves[220]	Measured	The user adds its HP to the foe's HP, then equally shares the total HP.
221	Sacred Fire	Fire	Physical	100	95	5	0	50	0	NA	NA	NA	FALSE	data.js:moves[221]	Measured	A mystical and powerful fire attack that may inflict a burn.
222	Magnitude	Ground	Physical	1	100	30	0	0	32	NA	NA	NA	FALSE	data.js:moves[222]	Measured	A ground-shaking attack against all standing Pokemon. Its power varies.
223	Dynamic Punch	Fighting	Physical	100	50	5	0	100	0	NA	NA	NA	FALSE	data.js:moves[223]	Measured	The foe is punched with the user's full power. It confuses the foe if it hits.
224	Megahorn	Bug	Physical	120	85	10	0	0	0	NA	NA	125	FALSE	data.js:moves[224]	Measured	A brutal ramming attack delivered with a tough and impressive horn.
225	Dragon Breath	Dragon	Special	60	100	20	0	30	0	NA	NA	NA	FALSE	data.js:moves[225]	Measured	The foe is hit with an incredible blast of breath that may also paralyze.
226	Baton Pass	Normal	Status	0	0	40	0	0	16	NA	NA	NA	FALSE	data.js:moves[226]	Measured	The user switches out, passing along any stat changes to the new battler.
227	Encore	Normal	Status	0	100	5	0	0	0	NA	NA	NA	FALSE	data.js:moves[227]	Measured	Makes the foe use the move it last used repeatedly for two to six turns.
228	Pursuit	Dark	Physical	40	100	20	0	0	0	NA	NA	NA	FALSE	data.js:moves[228]	Measured	An attack move that works especially well on a foe that is switching out.
229	Rapid Spin	Normal	Physical	50	100	40	0	0	0	NA	NA	NA	FALSE	data.js:moves[229]	Measured	An attack that frees the user from Bind, Wrap, Leech Seed, and Spikes.
230	Sweet Scent	Normal	Status	0	100	20	0	0	8	NA	NA	NA	FALSE	data.js:moves[230]	Measured	Allures the foe to reduce evasiveness. It also attracts wild Pokemon.
231	Iron Tail	Steel	Physical	100	75	15	0	30	0	61	62	NA	FALSE	data.js:moves[231]	Measured	An attack with a steel-hard tail. It may lower the foe's Defense stat.
232	Metal Claw	Steel	Physical	50	100	35	0	10	0	NA	NA	NA	FALSE	data.js:moves[232]	Measured	The foe is attacked with steel claws. It may also raise the user's Attack.
233	Vital Throw	Fighting	Physical	70	0	10	255	0	0	NA	NA	NA	FALSE	data.js:moves[233]	Measured	Makes the user attack after the foe. In return, it will not miss.
234	Morning Sun	Normal	Status	0	0	5	0	0	16	NA	NA	NA	FALSE	data.js:moves[234]	Measured	Restores the user's HP. The amount of HP regained varies with the weather.
235	Synthesis	Grass	Status	0	0	5	0	0	16	NA	NA	NA	FALSE	data.js:moves[235]	Measured	Restores the user's HP. The amount of HP regained varies with the weather.
236	Moonlight	Fairy	Status	0	0	5	0	0	16	NA	NA	NA	FALSE	data.js:moves[236]	Measured	Restores the user's HP. The amount of HP regained varies with the weather.
237	Hidden Power	Normal	Special	60	100	15	0	0	0	9	10	NA	FALSE	data.js:moves[237]	Measured	An attack that varies in type and intensity depending on the user.
238	Cross Chop	Fighting	Physical	100	80	5	0	0	0	NA	NA	NA	FALSE	data.js:moves[238]	Measured	The foe is hit with double chops. It has a high critical-hit ratio.
239	Twister	Dragon	Special	40	100	20	0	20	8	NA	NA	NA	FALSE	data.js:moves[239]	Measured	A vicious twister attacks the foe. It may make the foe flinch.
240	Rain Dance	Water	Status	0	0	5	0	0	16	NA	NA	123	FALSE	data.js:moves[240]	Measured	A heavy rain falls for five turns, powering up Water- type moves.
241	Sunny Day	Fire	Status	0	0	5	0	0	16	NA	NA	99	FALSE	data.js:moves[241]	Measured	The sun blazes for five turns, powering up Fire-type moves.
242	Crunch	Dark	Physical	80	100	15	0	20	0	NA	NA	NA	FALSE	data.js:moves[242]	Measured	The foe is crunched with sharp fangs. It may lower the foe's Defense.
243	Mirror Coat	Psychic	Special	1	100	20	251	0	1	NA	NA	NA	FALSE	data.js:moves[243]	Measured	A retaliation move that pays back the foe's special attack double.
244	Psych Up	Normal	Status	0	0	10	0	0	0	NA	NA	NA	FALSE	data.js:moves[244]	Measured	The user hypnotizes itself into copying any stat change made by the foe.
245	Extreme Speed	Normal	Physical	80	100	5	2	0	0	NA	NA	NA	FALSE	data.js:moves[245]	Measured	A blindingly speedy charge attack that always goes before any other.
246	Ancient Power	Rock	Special	60	100	5	0	10	0	NA	NA	NA	FALSE	data.js:moves[246]	Measured	An ancient power is used to attack. It may also raise all the user's stats.
247	Shadow Ball	Ghost	Special	80	100	15	0	20	0	29	30	NA	FALSE	data.js:moves[247]	Measured	A shadowy blob is hurled at the foe. May also lower the foe's Sp. Def.
248	Future Sight	Psychic	Special	120	100	10	0	0	0	84	85	NA	FALSE	data.js:moves[248]	Measured	Two turns after this move is used, the foe is attacked psychically.
249	Rock Smash	Fighting	Physical	60	100	15	0	50	0	125	126	NA	FALSE	data.js:moves[249]	Measured	An attack that may also cut Defense. It can also smash cracked boulders.
250	Whirlpool	Water	Special	35	85	15	0	100	0	NA	NA	NA	FALSE	data.js:moves[250]	Measured	The foe is trapped in a fast, vicious whirlpool for two to five turns.
251	Beat Up	Dark	Physical	25	100	10	0	0	0	NA	NA	NA	FALSE	data.js:moves[251]	Measured	The user attacks by bullying the target. It hits two to five times in a row.
252	Fake Out	Normal	Physical	40	100	5	3	0	0	NA	NA	NA	FALSE	data.js:moves[252]	Measured	An attack that hits first and causes flinching. Usable only on 1st turn.
253	Uproar	Normal	Special	90	100	10	0	100	4	NA	NA	7	FALSE	data.js:moves[253]	Measured	The user attacks in an uproar that prevents sleep for two to five turns.
254	Stockpile	Normal	Status	0	0	20	0	0	16	NA	NA	NA	FALSE	data.js:moves[254]	Measured	The user charges up power for use later. It can be used three times.
255	Spit Up	Normal	Special	1	100	10	0	0	0	NA	NA	NA	FALSE	data.js:moves[255]	Measured	The power built using Stockpile is released at once for attack.
256	Swallow	Normal	Status	0	0	10	0	0	16	NA	NA	NA	FALSE	data.js:moves[256]	Measured	The energy it built using Stockpile is absorbed to restore HP.
257	Heat Wave	Fire	Special	95	90	10	0	10	8	6	7	NA	FALSE	data.js:moves[257]	Measured	The user exhales a heated breath to attack. It may also inflict a burn.
258	Snowscape	Ice	Status	0	0	10	0	0	16	NA	NA	50	FALSE	data.js:moves[258]	Measured	A 5-turn snowstorm that boosts the Def of Ice-types.
259	Torment	Dark	Status	0	100	15	0	0	0	NA	NA	NA	FALSE	data.js:moves[259]	Measured	It enrages the foe, making it incapable of using the same move successively.
260	Flatter	Dark	Status	0	100	15	0	0	0	NA	NA	NA	FALSE	data.js:moves[260]	Measured	Flattery is used to confuse the foe, but its Sp. Atk also rises.
261	Will-O-Wisp	Fire	Status	0	85	15	0	0	0	60	61	NA	FALSE	data.js:moves[261]	Measured	A sinister, bluish white flame is shot to inflict a burn. Can't miss if the user is Fire-type.
262	Memento	Dark	Status	0	100	10	0	0	0	NA	NA	NA	FALSE	data.js:moves[262]	Measured	The user faints, but sharply lowers the foe's Attack and Sp. Atk.
263	Facade	Normal	Physical	70	100	20	0	0	0	41	42	NA	FALSE	data.js:moves[263]	Measured	An attack that is boosted if user is burned, poisoned, or paralyzed.
264	Focus Punch	Fighting	Physical	150	100	20	253	0	0	NA	NA	120	FALSE	data.js:moves[264]	Measured	An attack that is executed last. The user flinches if hit beforehand.
265	Smelling Salts	Fighting	Physical	70	100	10	0	0	0	NA	NA	NA	FALSE	data.js:moves[265]	Measured	Doubly effective on a paralyzed foe, but it also cures the foe's paralysis.
266	Follow Me	Normal	Status	0	0	20	2	0	16	NA	NA	NA	FALSE	data.js:moves[266]	Measured	The user draws attention to itself, making foes attack only the user.
267	Nature Power	Normal	Status	0	0	20	0	0	0	NA	NA	NA	FALSE	data.js:moves[267]	Measured	An attack that changes type depending on the user's location.
268	Charge	Electric	Status	0	0	20	0	0	16	NA	NA	NA	FALSE	data.js:moves[268]	Measured	The user charges power to boost the Electric move it uses next.
269	Taunt	Dark	Status	0	100	20	0	0	0	11	12	NA	FALSE	data.js:moves[269]	Measured	The foe is taunted into a rage that allows it to use only attack moves.
270	Helping Hand	Normal	Status	0	0	20	5	0	16	NA	NA	NA	FALSE	data.js:moves[270]	Measured	A move that boosts the power of the ally's attack in a battle.
271	Trick	Psychic	Status	0	100	10	0	0	0	NA	NA	NA	FALSE	data.js:moves[271]	Measured	A move that tricks the foe into trading held items with the user.
272	Role Play	Psychic	Status	0	0	10	0	0	0	NA	NA	NA	FALSE	data.js:moves[272]	Measured	The user mimics the foe completely and copies the foe's ability.
273	Wish	Normal	Status	0	0	10	0	0	16	NA	NA	NA	FALSE	data.js:moves[273]	Measured	A self-healing move that restores half the full HP on the next turn.
274	Assist	Normal	Status	0	0	20	0	0	1	NA	NA	NA	FALSE	data.js:moves[274]	Measured	The user randomly picks and uses a move of an allied Pokemon.
275	Ingrain	Grass	Status	0	0	20	0	0	16	NA	NA	NA	FALSE	data.js:moves[275]	Measured	The user lays roots that restore HP on every turn. It can't switch out.
276	Superpower	Fighting	Physical	120	100	5	0	0	0	108	109	NA	FALSE	data.js:moves[276]	Measured	A powerful attack, but it also lowers the user's Attack and Defense stats.
277	Magic Coat	Psychic	Status	0	0	15	4	0	1	NA	NA	NA	FALSE	data.js:moves[277]	Measured	Reflects back the foe's Leech Seed and any status- damaging move.
278	Recycle	Normal	Status	0	0	10	0	0	16	NA	NA	NA	FALSE	data.js:moves[278]	Measured	A move that recycles a used item for use once more.
279	Revenge	Fighting	Physical	60	100	10	252	0	0	NA	NA	NA	FALSE	data.js:moves[279]	Measured	An attack move that gains in intensity if the target has hurt the user.
280	Brick Break	Fighting	Physical	75	100	15	0	100	0	30	31	NA	FALSE	data.js:moves[280]	Measured	An attack that also breaks any barrier like Light Screen and Reflect.
281	Yawn	Normal	Status	0	0	10	0	0	0	NA	NA	NA	FALSE	data.js:moves[281]	Measured	A huge yawn lulls the foe into falling asleep on the next turn.
282	Knock Off	Dark	Physical	65	100	20	0	100	0	74	75	NA	FALSE	data.js:moves[282]	Measured	If foe has a held item, it's knocked off and is dealt extra damage.
283	Endeavor	Normal	Physical	1	100	5	0	0	0	NA	NA	NA	FALSE	data.js:moves[283]	Measured	Gains power the fewer HP the user has compared with the foe.
284	Eruption	Fire	Special	150	100	5	0	0	8	NA	NA	NA	FALSE	data.js:moves[284]	Measured	The higher the user's HP, the more powerful this attack becomes.
285	Skill Swap	Psychic	Status	0	0	10	0	0	0	NA	NA	NA	FALSE	data.js:moves[285]	Measured	The user employs its psychic power to swap abilities with the foe.
286	Imprison	Psychic	Status	0	0	10	0	0	16	NA	NA	NA	FALSE	data.js:moves[286]	Measured	Prevents foes from using any move that is also known by the user.
287	Refresh	Normal	Status	0	0	20	0	0	16	NA	NA	NA	FALSE	data.js:moves[287]	Measured	A self-healing move that cures the user of a poisoning, burn, or paralysis.
288	Grudge	Ghost	Status	0	0	5	0	0	16	NA	NA	NA	FALSE	data.js:moves[288]	Measured	If the user faints, this move deletes the PP of the move that finished it.
289	Snatch	Dark	Status	0	0	10	4	0	1	NA	NA	NA	FALSE	data.js:moves[289]	Measured	Steals the effects of the foe's healing or status- changing move.
290	Secret Power	Normal	Physical	70	100	20	0	30	0	NA	NA	NA	FALSE	data.js:moves[290]	Measured	An attack that may have an additional effect that varies with the terrain.
291	Dive	Water	Physical	80	100	10	0	0	0	NA	NA	NA	FALSE	data.js:moves[291]	Measured	The user dives underwater on the first turn and strikes next turn.
292	Arm Thrust	Fighting	Physical	25	100	20	0	0	0	NA	NA	NA	FALSE	data.js:moves[292]	Measured	A quick flurry of straight-arm punches that hit two to five times.
293	Camouflage	Normal	Status	0	0	20	0	0	16	NA	NA	NA	FALSE	data.js:moves[293]	Measured	Alters the user's type depending on the location's terrain.
294	Tail Glow	Bug	Status	0	0	20	0	0	16	NA	NA	NA	FALSE	data.js:moves[294]	Measured	The user flashes a light that sharply raises its Sp. Atk stat.
295	Luster Purge	Psychic	Special	95	100	10	0	50	0	NA	NA	NA	FALSE	data.js:moves[295]	Measured	A burst of light injures the foe. It may also lower the foe's Sp. Def.
296	Mist Ball	Psychic	Special	95	100	10	0	50	0	NA	NA	NA	FALSE	data.js:moves[296]	Measured	A flurry of down hits the foe. It may also lower the foe's Sp. Atk.
297	Feather Dance	Flying	Status	0	100	5	0	0	0	NA	NA	NA	FALSE	data.js:moves[297]	Measured	The foe is covered with a mass of down that sharply cuts the Attack stat.
298	Teeter Dance	Normal	Status	0	100	20	0	0	32	NA	NA	NA	FALSE	data.js:moves[298]	Measured	A wobbly dance that confuses all the Pokemon in battle.
299	Blaze Kick	Fire	Physical	85	100	10	0	10	0	NA	NA	104	FALSE	data.js:moves[299]	Measured	A fiery kick with a high critical-hit ratio. It may also burn the foe.
300	Mud Sport	Ground	Status	0	0	15	0	0	16	NA	NA	NA	FALSE	data.js:moves[300]	Measured	Weakens Electric- type attacks while the user is in the battle.
301	Ice Ball	Ice	Physical	30	90	20	0	0	0	NA	NA	NA	FALSE	data.js:moves[301]	Measured	A 5-turn rolling attack that becomes stronger each time it rolls.
302	Needle Arm	Grass	Physical	95	100	15	0	30	0	NA	NA	NA	FALSE	data.js:moves[302]	Measured	An attack using thorny arms. It may make the foe flinch.
303	Slack Off	Normal	Status	0	0	5	0	0	16	NA	NA	NA	FALSE	data.js:moves[303]	Measured	The user slacks off and restores its HP by half its full HP.
304	Hyper Voice	Normal	Special	90	100	10	0	0	8	19	20	NA	FALSE	data.js:moves[304]	Measured	The user lets loose a horribly loud shout with the power to damage.
305	Poison Fang	Poison	Physical	75	100	15	0	50	0	NA	NA	NA	FALSE	data.js:moves[305]	Measured	The foe is bitten with toxic fangs. It may also badly poison the foe.
306	Crush Claw	Normal	Physical	75	100	10	0	50	0	NA	NA	NA	FALSE	data.js:moves[306]	Measured	The foe is attacked with sharp claws. It may also lower the foe's Defense.
307	Blast Burn	Fire	Special	160	100	4	0	60	0	NA	NA	62	FALSE	data.js:moves[307]	Measured	The foe is hit with an explosion that can burn. User recharges unless it KOs the foe.
308	Hydro Cannon	Water	Special	160	100	4	0	60	0	NA	NA	63	FALSE	data.js:moves[308]	Measured	The foe is hit with a watery cannon that can frostbite. User recharges unless it KOs the foe.
309	Meteor Mash	Steel	Physical	90	90	10	0	20	0	NA	NA	NA	FALSE	data.js:moves[309]	Measured	The foe is hit with a hard, fast punch. It may also raise the user's Attack.
310	Astonish	Ghost	Physical	30	100	15	0	30	0	NA	NA	NA	FALSE	data.js:moves[310]	Measured	An attack using a startling shout. It also may make the foe flinch.
311	Weather Ball	Normal	Special	50	100	10	0	0	0	21	22	NA	FALSE	data.js:moves[311]	Measured	An attack that varies in power and type depending on the weather.
312	Aromatherapy	Grass	Status	0	0	5	0	0	16	NA	NA	NA	FALSE	data.js:moves[312]	Measured	A soothing scent is released to heal all status problems in the user's party.
313	Fake Tears	Dark	Status	0	100	20	0	0	0	NA	NA	NA	FALSE	data.js:moves[313]	Measured	The user feigns crying to sharply lower the foe's Sp. Def stat.
314	Air Cutter	Flying	Special	60	100	25	0	0	8	NA	NA	NA	FALSE	data.js:moves[314]	Measured	The foe is hit with razor-like wind. It has a high critical-hit ratio.
315	Overheat	Fire	Special	130	100	5	0	100	0	49	50	NA	FALSE	data.js:moves[315]	Measured	An intense attack that also sharply reduces the user's Sp. Atk stat.
316	Odor Sleuth	Normal	Status	0	0	40	0	0	0	NA	NA	NA	FALSE	data.js:moves[316]	Measured	Completely negates the foe's efforts to heighten its ability to evade.
317	Rock Tomb	Rock	Physical	60	100	15	0	100	0	38	39	NA	FALSE	data.js:moves[317]	Measured	Boulders are hurled at the foe. It also lowers the foe's Speed if it hits.
318	Silver Wind	Bug	Special	60	100	5	0	10	0	NA	NA	NA	FALSE	data.js:moves[318]	Measured	The foe is attacked with a silver dust. It may raise all the user's stats.
319	Metal Sound	Steel	Status	0	85	40	0	0	0	NA	NA	NA	FALSE	data.js:moves[319]	Measured	A horrible metallic screech is used to sharply lower the foe's Sp. Def.
320	Grass Whistle	Grass	Status	0	55	15	0	0	0	NA	NA	NA	FALSE	data.js:moves[320]	Measured	A pleasant melody is played to lull the foe into a deep sleep.
321	Tickle	Normal	Status	0	100	20	0	0	0	NA	NA	NA	FALSE	data.js:moves[321]	Measured	The foe is made to laugh, reducing its Attack and Defense stats.
322	Cosmic Power	Psychic	Status	0	0	20	0	0	16	94	95	NA	FALSE	data.js:moves[322]	Measured	The user absorbs a mystic power to raise its Defense and Sp. Def.
323	Water Spout	Water	Special	150	100	5	0	0	8	NA	NA	NA	FALSE	data.js:moves[323]	Measured	The higher the user's HP, the more powerful this attack becomes.
324	Signal Beam	Bug	Special	75	100	15	0	10	0	NA	NA	NA	FALSE	data.js:moves[324]	Measured	The foe is hit with a flashing beam that may also cause confusion.
325	Shadow Punch	Ghost	Physical	80	0	20	0	0	0	NA	NA	NA	FALSE	data.js:moves[325]	Measured	The user throws a punch from the shadows. It cannot be evaded.
326	Extrasensory	Psychic	Special	80	100	20	0	10	0	NA	NA	NA	FALSE	data.js:moves[326]	Measured	The user attacks with an odd power that may make the foe flinch.
327	Sky Uppercut	Fighting	Physical	85	100	15	0	0	0	NA	NA	NA	FALSE	data.js:moves[327]	Measured	The user attacks with an uppercut thrown skywards with force.
328	Sand Tomb	Ground	Physical	35	85	15	0	100	0	NA	NA	NA	FALSE	data.js:moves[328]	Measured	The foe is trapped inside a painful sandstorm for two to five turns.
329	Sheer Cold	Ice	Special	1	30	5	0	0	0	NA	NA	NA	FALSE	data.js:moves[329]	Measured	The foe is attacked with ultimate cold that causes fainting if it hits.
330	Muddy Water	Water	Special	95	85	10	0	40	8	NA	NA	NA	FALSE	data.js:moves[330]	Measured	Attacks with muddy water. 
331	Bullet Seed	Grass	Physical	25	100	30	0	0	0	8	9	NA	FALSE	data.js:moves[331]	Measured	The user shoots seeds at the foe. Two to five seeds are shot at once.
332	Aerial Ace	Flying	Physical	60	0	20	0	0	0	86	87	NA	FALSE	data.js:moves[332]	Measured	An extremely fast attack against one target. It can't be evaded.
333	Icicle Spear	Ice	Physical	25	100	30	0	0	0	NA	NA	85	FALSE	data.js:moves[333]	Measured	Sharp icicles are fired at the foe. It strikes two to five times.
334	Iron Defense	Steel	Status	0	0	15	0	0	16	NA	NA	20	FALSE	data.js:moves[334]	Measured	The user hardens its body's surface to sharply raise its Defense stat.
335	Block	Normal	Status	0	0	5	0	0	0	NA	NA	NA	FALSE	data.js:moves[335]	Measured	The user blocks the foe's way with arms spread wide to prevent escape.
336	Howl	Normal	Status	0	0	40	0	0	16	NA	NA	NA	FALSE	data.js:moves[336]	Measured	The user howls to raise its spirit and boost its Attack stat.
337	Dragon Claw	Dragon	Physical	80	100	15	0	0	0	1	2	NA	FALSE	data.js:moves[337]	Measured	Sharp, huge claws hook and slash the foe quickly and with great power.
338	Frenzy Plant	Grass	Special	160	100	4	0	80	0	NA	NA	61	FALSE	data.js:moves[338]	Measured	The foe is hit with a giant branch that can badly poison. User recharges unless it KOs.
339	Bulk Up	Fighting	Status	0	0	20	0	0	16	NA	NA	31	FALSE	data.js:moves[339]	Measured	The user bulks up its body to boost both its Attack and Defense stats.
340	Bounce	Flying	Physical	85	85	5	0	30	0	NA	NA	NA	FALSE	data.js:moves[340]	Measured	The user bounces on the foe on the 2nd turn. It may paralyze the foe.
341	Mud Shot	Ground	Special	55	100	15	0	100	0	NA	NA	NA	FALSE	data.js:moves[341]	Measured	The user attacks by hurling mud. It also reduces the foe's Speed.
342	Poison Tail	Poison	Physical	60	100	25	0	10	0	NA	NA	NA	FALSE	data.js:moves[342]	Measured	An attack with a high critical-hit ratio. It may also poison the foe.
343	Covet	Fairy	Physical	60	100	25	0	100	0	NA	NA	NA	FALSE	data.js:moves[343]	Measured	A cutely executed attack that also steals the foe's hold item.
344	Volt Tackle	Electric	Physical	120	100	15	0	10	0	NA	NA	NA	FALSE	data.js:moves[344]	Measured	The user throws an electrified tackle. It hurts the user a little.
345	Magical Leaf	Grass	Special	60	0	20	0	0	0	NA	NA	NA	FALSE	data.js:moves[345]	Measured	The foe is attacked with a strange leaf that cannot be evaded.
346	Water Sport	Water	Status	0	0	15	0	0	16	NA	NA	NA	FALSE	data.js:moves[346]	Measured	Weakens Fire-type attacks while the user is in the battle.
347	Calm Mind	Psychic	Status	0	0	20	0	0	16	NA	NA	32	FALSE	data.js:moves[347]	Measured	The user focuses its mind to raise the Sp. Atk and Sp. Def stats.
