checkpoint	internal_id	form_key	track	setup_move	ceiling_item	ceiling_item_tag	ceiling_reliable	mean_margin	unlocked_margin	choice_locked	win_rate	switchin_safe_rate	setup_success_rate	slots_scored	reliable_item	item_dependence	moves	ev_spread	confidence
4	953	Grubbin	special	NONE	Expert Belt	expert_belt	TRUE	-4.3571	-4.3571	FALSE	0.2143	0.7143	NA	14	Expert Belt	0.0	Volt Switch,Mud-Slap,Electroweb	252 SpA / 252 Spe / 6 HP	Derived
4	953	Grubbin	mixed	NONE	Expert Belt	expert_belt	TRUE	0.5	0.5	FALSE	0.5	0.7143	NA	14	Expert Belt	0.0	X-Scissor,Crunch,Volt Switch,Mud-Slap	252 Atk / 252 SpA / 6 Spe	Derived
4	954	Charjabug	physical	NONE	Magnet	type_boost	TRUE	2	2	FALSE	0.8571	1	NA	14	Magnet	0	X-Scissor,Spark,Crunch	252 Atk / 252 Spe / 6 HP	Derived
4	955	Vikavolt	special	NONE	SilverPowder	type_boost	FALSE	37.6429	37.6429	FALSE	1	1	NA	14	Magnet	0.0	Zap Cannon,Bug Buzz,Air Slash,Roost	252 SpA / 252 Spe / 6 HP	Derived
4	956	Crabrawler	physical	NONE	Black Belt	type_boost	TRUE	0.3571	0.3571	FALSE	0.6429	0.7857	NA	14	Black Belt	0.0	Brick Break,Crabhammer,Iron Head	252 Atk / 252 Spe / 6 HP	Derived
4	956	Crabrawler	physical_setup	Work Up	Black Belt	type_boost	TRUE	-0.6429	-0.6429	FALSE	0.5714	0.7857	0.7857	14	Black Belt	0.0	Brick Break,Crabhammer,Work Up	252 Atk / 252 Spe / 6 HP	Derived
4	957	Crabominable	physical	NONE	Muscle Band	split_boost	FALSE	2.3571	2.3571	FALSE	1	1	NA	14	Expert Belt	0.0714	Ice Hammer,Brick Break,Iron Head	252 Atk / 252 Spe / 6 HP	Derived
4	957	Crabominable	physical_setup	Work Up	Black Belt	type_boost	TRUE	1.3571	1.3571	FALSE	0.6429	1	1	14	Black Belt	0.0	Ice Hammer,Brick Break,Work Up	252 Atk / 252 Spe / 6 HP	Derived
4	958	Oricorio	special	NONE	Sharp Beak	type_boost	TRUE	42.9286	42.9286	FALSE	0.7857	0.7143	NA	14	Sharp Beak	0.0	Air Slash,Revelation Dance,Icy Wind,Roost	252 SpA / 252 Spe / 6 HP	Derived
4	958	Oricorio	special_setup	Work Up	Sharp Beak	type_boost	TRUE	42.1429	42.1429	FALSE	0.6429	0.7143	0.7143	14	Sharp Beak	0.0	Air Slash,Revelation Dance,Work Up,Roost	252 SpA / 252 Spe / 6 HP	Derived
4	959	Cutiefly	special	NONE	Expert Belt	expert_belt	TRUE	0.7857	0.7857	FALSE	0.6429	0.6429	NA	14	Expert Belt	0.0	Bug Buzz,Dazzling Gleam,Psychic,Stun Spore	252 SpA / 252 Spe / 6 HP	Derived
4	959	Cutiefly	special_setup	Quiver Dance	Expert Belt	expert_belt	TRUE	-0.4286	-0.4286	FALSE	0.5714	0.6429	0.6429	14	Expert Belt	0.0	Bug Buzz,Dazzling Gleam,Quiver Dance,Stun Spore	252 SpA / 252 Spe / 6 HP	Derived
4	959	Cutiefly	support	NONE	Berry Juice	longevity	TRUE	1	1	FALSE	0.6429	0.7857	NA	14	Berry Juice	0	Bug Buzz,Stun Spore,Aromatherapy,Defog	252 HP / 252 Def / 6 SpD	Derived
4	960	Ribombee	special	NONE	Pixie Plate	type_boost	TRUE	1.7857	1.7857	FALSE	0.7143	0.7857	NA	14	Pixie Plate	0.0	Pollen Puff,Dazzling Gleam,Psychic,Stun Spore	252 SpA / 252 Spe / 6 HP	Derived
4	961	Rockruff	physical	NONE	Hard Stone	type_boost	TRUE	-0.5	-0.5	FALSE	0.2857	0.2143	NA	14	Hard Stone	0.0	Rock Slide,Iron Tail,Play Rough,Roar	252 Atk / 252 Spe / 6 HP	Derived
4	961	Rockruff	physical_setup	Rock Polish	Hard Stone	type_boost	TRUE	-1.3571	-1.3571	FALSE	0.1429	0.2143	0.2143	14	Hard Stone	0.0	Rock Slide,Iron Tail,Rock Polish,Roar	252 Atk / 252 Spe / 6 HP	Derived
4	961	Rockruff	support	NONE	Berry Juice	longevity	TRUE	-1.6429	-1.6429	FALSE	0.2143	0.5	NA	14	Berry Juice	0.0	Rock Slide,Roar,Stealth Rock	252 HP / 252 Def / 6 SpD	Derived
4	962	Lycanroc	physical	NONE	Expert Belt	expert_belt	TRUE	0.4286	0.4286	FALSE	0.5714	0.5	NA	14	Expert Belt	0.0	Rock Slide,Iron Tail,Play Rough,Roar	252 Atk / 252 Spe / 6 HP	Derived
4	962	Lycanroc	physical_setup	Rock Polish	Hard Stone	type_boost	TRUE	-0.5	-0.5	FALSE	0.3571	0.5	0.5	14	Hard Stone	0.0	Rock Slide,Iron Tail,Rock Polish,Roar	252 Atk / 252 Spe / 6 HP	Derived
4	963	Wishiwashi	special	NONE	Mystic Water	type_boost	TRUE	-6.0714	-6.0714	FALSE	0.1429	0.2857	NA	14	Mystic Water	0.0	Brine,Water Gun	252 SpA / 252 Spe / 6 HP	Derived
4	964	Mareanie	physical	NONE	Poison Barb	type_boost	TRUE	1.4286	1.4286	FALSE	0.5	0.7857	NA	14	Poison Barb	0.0	Poison Jab,Facade,Bite,Toxic Spikes	252 Atk / 252 Spe / 6 HP	Derived
4	964	Mareanie	support	NONE	Berry Juice	longevity	TRUE	1.5714	1.5714	FALSE	0.5714	0.8571	NA	14	Berry Juice	0.0	Poison Jab,Toxic Spikes,Toxic	252 HP / 252 Def / 6 SpD	Derived
4	965	Toxapex	physical	NONE	Poison Barb	type_boost	TRUE	14.3571	14.3571	FALSE	0.7857	0.9286	NA	14	Poison Barb	0.0	Poison Jab,Facade,Bite,Toxic Spikes	252 Atk / 252 Spe / 6 HP	Derived
4	965	Toxapex	support	NONE	Berry Juice	longevity	TRUE	469.2143	469.2143	FALSE	0.7857	1	NA	14	Berry Juice	0.0	Poison Jab,Toxic Spikes,Toxic	252 HP / 252 Def / 6 SpD	Derived
4	966	Mudbray	physical	NONE	Soft Sand	type_boost	TRUE	0.2143	0.2143	FALSE	0.5	0.4286	NA	14	Soft Sand	0.0	Earthquake,Mega Kick,Iron Head,Roar	252 Atk / 252 Spe / 6 HP	Derived
4	967	Mudsdale	physical	NONE	Muscle Band	split_boost	FALSE	1.1429	1.1429	FALSE	0.6429	0.9286	NA	14	Soft Sand	0.0715	High Horsepower,Iron Head,Rock Slide,Roar	252 Atk / 252 Spe / 6 HP	Derived
4	968	Dewpider	physical	NONE	Expert Belt	expert_belt	TRUE	-0.0714	-0.0714	FALSE	0.4286	0.7857	NA	14	Expert Belt	0.0	Leech Life,Crunch,Facade	252 Atk / 252 Spe / 6 HP	Derived
4	968	Dewpider	special	NONE	Expert Belt	expert_belt	TRUE	-1.4286	-1.4286	FALSE	0.3571	0.7857	NA	14	Expert Belt	0.0	Bubble Beam,Icy Wind,Infestation	252 SpA / 252 Spe / 6 HP	Derived
4	968	Dewpider	mixed	NONE	Expert Belt	expert_belt	TRUE	-0.0714	-0.0714	FALSE	0.4286	0.7857	NA	14	Expert Belt	0.0	Leech Life,Crunch,Bubble Beam,Icy Wind	252 Atk / 252 SpA / 6 Spe	Derived
4	969	Araquanid	physical	NONE	Expert Belt	expert_belt	TRUE	2.3571	2.3571	FALSE	0.8571	1	NA	14	Expert Belt	0.0	Liquidation,Leech Life,Crunch	252 Atk / 252 Spe / 6 HP	Derived
4	970	Fomantis	physical	NONE	Expert Belt	expert_belt	TRUE	6.7143	6.7143	FALSE	0.5	0.4286	NA	14	Expert Belt	0.0	Leaf Blade,Slash,Bug Bite,Synthesis	252 Atk / 252 Spe / 6 HP	Derived
4	970	Fomantis	physical_setup	Growth	Muscle Band	split_boost	FALSE	5.1429	5.1429	FALSE	0.3571	0.4286	0.4286	14	Expert Belt	0.4286	Leaf Blade,Slash,Growth,Synthesis	252 Atk / 252 Spe / 6 HP	Derived
4	970	Fomantis	special	NONE	Wise Glasses	split_boost	FALSE	5.4286	5.4286	FALSE	0.4286	0.4286	NA	14	Expert Belt	0.2857	Solar Beam,Synthesis,Defog	252 SpA / 252 Spe / 6 HP	Derived
4	970	Fomantis	mixed	NONE	Expert Belt	expert_belt	TRUE	5.8571	5.8571	FALSE	0.5	0.4286	NA	14	Expert Belt	0.0	Leaf Blade,Slash,Solar Beam,Synthesis	252 Atk / 252 SpA / 6 Spe	Derived
4	970	Fomantis	mixed_setup	Growth	Expert Belt	expert_belt	TRUE	4.5714	4.5714	FALSE	0.2857	0.4286	0.4286	14	Expert Belt	0.0	Leaf Blade,Slash,Growth,Synthesis	252 Atk / 252 SpA / 6 Spe	Derived
4	970	Fomantis	support	NONE	Berry Juice	longevity	TRUE	12	12	FALSE	0.5714	0.7143	NA	14	Berry Juice	0	Leaf Blade,Synthesis,Defog	252 HP / 252 Def / 6 SpD	Derived
4	971	Lurantis	physical	NONE	Muscle Band	split_boost	FALSE	31.5714	31.5714	FALSE	0.7857	0.9286	NA	14	Expert Belt	0.0714	Petal Blizzard,Brick Break,X-Scissor,Synthesis	252 Atk / 252 Spe / 6 HP	Derived
4	971	Lurantis	physical_setup	Growth	Black Belt	type_boost	TRUE	30.0714	30.0714	FALSE	0.7857	0.9286	0.9286	14	Black Belt	0.0	Petal Blizzard,Brick Break,Growth,Synthesis	252 Atk / 252 Spe / 6 HP	Derived
4	972	Morelull	special	NONE	Pixie Plate	type_boost	TRUE	17.5	17.5	FALSE	0.7143	0.7143	NA	14	Pixie Plate	0.0	Moonblast,Giga Drain,Dream Eater,Moonlight	252 SpA / 252 Spe / 6 HP	Derived
4	972	Morelull	support	NONE	Berry Juice	longevity	TRUE	44.2143	44.2143	FALSE	0.7143	0.8571	NA	14	Berry Juice	0.0	Moonblast,Moonlight,Sleep Powder,Spore	252 HP / 252 Def / 6 SpD	Derived
4	973	Shiinotic	special	NONE	Pixie Plate	type_boost	TRUE	36.7857	36.7857	FALSE	0.7857	0.8571	NA	14	Pixie Plate	0.0	Moonblast,Giga Drain,Flash,Moonlight	252 SpA / 252 Spe / 6 HP	Derived
4	974	Salandit	special	NONE	Expert Belt	expert_belt	TRUE	1.3571	1.3571	FALSE	0.5	0.5	NA	14	Expert Belt	0.0	Flamethrower,Venoshock,Dragon Rage,Toxic	252 SpA / 252 Spe / 6 HP	Derived
4	974	Salandit	support	NONE	Berry Juice	longevity	TRUE	3.1429	3.1429	FALSE	0.4286	0.5714	NA	14	Berry Juice	0.0	Flamethrower,Toxic,Will-O-Wisp	252 HP / 252 Def / 6 SpD	Derived
4	975	Salazzle	special	NONE	Poison Barb	type_boost	TRUE	2.6429	2.6429	FALSE	0.7143	0.5714	NA	14	Poison Barb	0.0	Flamethrower,Venoshock,Dragon Rage,Disable	252 SpA / 252 Spe / 6 HP	Derived
4	976	Stufful	physical	NONE	Silk Scarf	type_boost	TRUE	1.0714	1.0714	FALSE	0.7143	0.7857	NA	14	Silk Scarf	0.0	Thrash,Hammer Arm,Iron Head,Roar	252 Atk / 252 Spe / 6 HP	Derived
4	976	Stufful	physical_setup	Work Up	Silk Scarf	type_boost	TRUE	0.1429	0.1429	FALSE	0.5714	0.7857	0.7857	14	Silk Scarf	0.0	Thrash,Hammer Arm,Work Up,Roar	252 Atk / 252 Spe / 6 HP	Derived
4	976	Stufful	support	NONE	Berry Juice	longevity	TRUE	2.5	2.5	FALSE	0.5714	0.8571	NA	14	Berry Juice	0.0	Thrash,Roar	252 HP / 252 Def / 6 SpD	Derived
4	977	Bewear	physical	NONE	Black Belt	type_boost	TRUE	2.6429	2.6429	FALSE	0.9286	1	NA	14	Black Belt	0.0	Thrash,Hammer Arm,Iron Head,Roar	252 Atk / 252 Spe / 6 HP	Derived
4	977	Bewear	physical_setup	Work Up	Silk Scarf	type_boost	TRUE	1.8571	1.8571	FALSE	0.8571	1	1	14	Silk Scarf	0.0	Thrash,Hammer Arm,Work Up,Roar	252 Atk / 252 Spe / 6 HP	Derived
4	978	Bounsweet	physical	NONE	Muscle Band	split_boost	FALSE	-1.7143	-1.7143	FALSE	0.4286	0.5	NA	14	Expert Belt	0.3571	Grav Apple,Play Rough,Facade	252 Atk / 252 Spe / 6 HP	Derived
4	978	Bounsweet	special	NONE	Wise Glasses	split_boost	FALSE	-5.6429	-5.6429	FALSE	0.1429	0.5	NA	14	Expert Belt	1.0	Magical Leaf,Drain Kiss	252 SpA / 252 Spe / 6 HP	Derived
4	978	Bounsweet	mixed	NONE	Expert Belt	expert_belt	TRUE	-2.7857	-2.7857	FALSE	0.1429	0.5	NA	14	Expert Belt	0.0	Grav Apple,Play Rough,Magical Leaf,Drain Kiss	252 Atk / 252 SpA / 6 Spe	Derived
4	979	Steenee	physical	NONE	Expert Belt	expert_belt	TRUE	0.7857	0.7857	FALSE	0.5	0.6429	NA	14	Expert Belt	0.0	Seed Bomb,Play Rough,Bounce,Aromatherapy	252 Atk / 252 Spe / 6 HP	Derived
4	979	Steenee	special	NONE	Wise Glasses	split_boost	FALSE	-3	-3	FALSE	0.2143	0.6429	NA	14	Expert Belt	0.2857	Magical Leaf,Drain Kiss,Aromatherapy	252 SpA / 252 Spe / 6 HP	Derived
4	979	Steenee	mixed	NONE	Expert Belt	expert_belt	TRUE	-1	-1	FALSE	0.5	0.6429	NA	14	Expert Belt	0	Seed Bomb,Play Rough,Magical Leaf,Drain Kiss	252 Atk / 252 SpA / 6 Spe	Derived
4	979	Steenee	support	NONE	Berry Juice	longevity	TRUE	-1.4286	-1.4286	FALSE	0.4286	0.8571	NA	14	Berry Juice	0.0	Seed Bomb,Aromatherapy	252 HP / 252 Def / 6 SpD	Derived
4	980	Tsareena	physical	NONE	Expert Belt	expert_belt	TRUE	3	3	FALSE	0.7857	0.9286	NA	14	Expert Belt	0	Seed Bomb,Play Rough,Bounce,Aromatherapy	252 Atk / 252 Spe / 6 HP	Derived
4	981	Comfey	special	NONE	Pixie Plate	type_boost	TRUE	-0.1429	-0.1429	FALSE	0.5	0.8571	NA	14	Pixie Plate	0.0	Petal Dance,Drain Kiss,Magical Leaf,Leech Seed	252 SpA / 252 Spe / 6 HP	Derived
4	981	Comfey	special_setup	Growth	Pixie Plate	type_boost	TRUE	-0.4286	-0.4286	FALSE	0.5	0.8571	0.8571	14	Pixie Plate	0.0	Petal Dance,Drain Kiss,Growth,Leech Seed	252 SpA / 252 Spe / 6 HP	Derived
4	982	Oranguru	special	NONE	Silk Scarf	type_boost	TRUE	2.5	2.5	FALSE	0.8571	1	NA	14	Silk Scarf	0.0	Psychic,Shadow Ball,Charge Beam,Taunt	252 SpA / 252 Spe / 6 HP	Derived
4	982	Oranguru	special_setup	Nasty Plot	Silk Scarf	type_boost	TRUE	2	2	FALSE	0.8571	1	1	14	Silk Scarf	0	Psychic,Shadow Ball,Nasty Plot,Taunt	252 SpA / 252 Spe / 6 HP	Derived
4	983	Passimian	physical	NONE	Black Belt	type_boost	TRUE	2.5714	2.5714	FALSE	0.9286	1	NA	14	Black Belt	0.0	Close Combat,Thrash,Iron Tail	252 Atk / 252 Spe / 6 HP	Derived
4	983	Passimian	physical_setup	Bulk Up	Black Belt	type_boost	TRUE	1.7857	1.7857	FALSE	0.7857	1	1	14	Black Belt	0.0	Close Combat,Thrash,Bulk Up	252 Atk / 252 Spe / 6 HP	Derived
4	984	Wimpod	physical	NONE	SilverPowder	type_boost	FALSE	-3.5714	-3.5714	FALSE	0.1429	0.4286	NA	14	Mystic Water	0.0	Facade,Return	252 Atk / 252 Spe / 6 HP	Derived
4	985	Golisopod	physical	NONE	SilverPowder	type_boost	FALSE	3.3571	3.3571	FALSE	0.9286	0.9286	NA	14	Mystic Water	0.0	First Impression,Razor Shell,Iron Head	252 Atk / 252 Spe / 6 HP	Derived
4	985	Golisopod	physical_setup	Swords Dance	SilverPowder	type_boost	FALSE	2.5714	2.5714	FALSE	0.8571	0.9286	0.9286	14	Mystic Water	0.0	First Impression,Razor Shell,Swords Dance	252 Atk / 252 Spe / 6 HP	Derived
4	986	Sandygast	special	NONE	Soft Sand	type_boost	TRUE	-0.3571	-0.3571	FALSE	0.4286	0.3571	NA	14	Soft Sand	0.0	Shadow Ball,Psychic,Mud Shot,Will-O-Wisp	252 SpA / 252 Spe / 6 HP	Derived
4	986	Sandygast	special_setup	Rock Polish	Expert Belt	expert_belt	TRUE	-1.2143	-1.2143	FALSE	0.2857	0.3571	0.3571	14	Expert Belt	0.0	Shadow Ball,Psychic,Rock Polish,Will-O-Wisp	252 SpA / 252 Spe / 6 HP	Derived
4	986	Sandygast	support	NONE	Berry Juice	longevity	TRUE	-0.8571	-0.8571	FALSE	0.2857	0.5	NA	14	Berry Juice	0.0	Shadow Ball,Will-O-Wisp,Hypnosis	252 HP / 252 Def / 6 SpD	Derived
4	987	Palossand	special	NONE	Soft Sand	type_boost	TRUE	1.0714	1.0714	FALSE	0.5714	0.9286	NA	14	Soft Sand	0.0	Shadow Ball,Psychic,Mud Shot,Will-O-Wisp	252 SpA / 252 Spe / 6 HP	Derived
4	987	Palossand	special_setup	Rock Polish	Soft Sand	type_boost	TRUE	0.2857	0.2857	FALSE	0.4286	0.9286	0.9286	14	Soft Sand	0.0	Shadow Ball,Psychic,Rock Polish,Will-O-Wisp	252 SpA / 252 Spe / 6 HP	Derived
4	991	Minior-Meteor	physical	NONE	Hard Stone	type_boost	TRUE	1.5714	1.5714	FALSE	0.7143	0.9286	NA	14	Hard Stone	0.0	Double-Edge,Rock Slide,Acrobatics,Stealth Rock	252 Atk / 252 Spe / 6 HP	Derived
4	991	Minior-Meteor	physical_setup	Autotomize	Hard Stone	type_boost	TRUE	0.3571	0.3571	FALSE	0.3571	0.9286	0.9286	14	Hard Stone	0.0	Double-Edge,Rock Slide,Autotomize,Stealth Rock	252 Atk / 252 Spe / 6 HP	Derived
4	991	Minior-Meteor	special	NONE	Hard Stone	type_boost	TRUE	1.3571	1.3571	FALSE	0.5714	0.9286	NA	14	Hard Stone	0.0	Power Gem,Psychic,Swift,Stealth Rock	252 SpA / 252 Spe / 6 HP	Derived
4	991	Minior-Meteor	special_setup	Autotomize	Hard Stone	type_boost	TRUE	0.5714	0.5714	FALSE	0.3571	0.9286	0.9286	14	Hard Stone	0.0	Power Gem,Psychic,Autotomize,Stealth Rock	252 SpA / 252 Spe / 6 HP	Derived
4	991	Minior-Meteor	mixed	NONE	Hard Stone	type_boost	TRUE	1.2857	1.2857	FALSE	0.5	0.9286	NA	14	Hard Stone	0.0	Double-Edge,Rock Slide,Power Gem,Psychic	252 Atk / 252 SpA / 6 Spe	Derived
4	991	Minior-Meteor	mixed_setup	Autotomize	Hard Stone	type_boost	TRUE	0.4286	0.4286	FALSE	0.3571	0.9286	0.9286	14	Hard Stone	0.0	Double-Edge,Rock Slide,Power Gem,Autotomize	252 Atk / 252 SpA / 6 Spe	Derived
4	991	Minior-Meteor	support	NONE	Berry Juice	longevity	TRUE	6.6429	6.6429	FALSE	0.5714	0.9286	NA	14	Berry Juice	0.0	Double-Edge,Stealth Rock	252 HP / 252 Def / 6 SpD	Derived
4	992	Komala	physical	NONE	Silk Scarf	type_boost	TRUE	1.6429	1.6429	FALSE	0.7857	0.9286	NA	14	Silk Scarf	0.0	Slam,Wood Hammer,Play Rough,Yawn	252 Atk / 252 Spe / 6 HP	Derived
4	992	Komala	physical_setup	Work Up	Silk Scarf	type_boost	TRUE	0.9286	0.9286	FALSE	0.7143	0.9286	0.9286	14	Silk Scarf	0.0	Slam,Wood Hammer,Work Up,Yawn	252 Atk / 252 Spe / 6 HP	Derived
4	993	Turtonator	special	NONE	Dragon Fang	type_boost	TRUE	3.8571	3.8571	FALSE	0.8571	1	NA	14	Dragon Fang	0.0	Flamethrower,Dragon Pulse,Venoshock,Protect	252 SpA / 252 Spe / 6 HP	Derived
4	993	Turtonator	special_setup	Shell Smash	Charcoal	type_boost	TRUE	3.4286	3.4286	FALSE	0.9286	1	1	14	Charcoal	0.0	Flamethrower,Dragon Pulse,Shell Smash,Protect	252 SpA / 252 Spe / 6 HP	Derived
4	994	Togedemaru	physical	NONE	Metal Coat	type_boost	TRUE	3.2143	3.2143	FALSE	0.7143	0.7857	NA	14	Metal Coat	0.0	Iron Tail,Wild Charge,Facade,Electric Terrain	252 Atk / 252 Spe / 6 HP	Derived
4	994	Togedemaru	physical_setup	Work Up	Metal Coat	type_boost	TRUE	2.3571	2.3571	FALSE	0.6429	0.7857	0.7857	14	Metal Coat	0.0	Iron Tail,Wild Charge,Work Up,Electric Terrain	252 Atk / 252 Spe / 6 HP	Derived
4	996	Bruxish	physical	NONE	Mystic Water	type_boost	TRUE	0.7857	0.7857	FALSE	0.6429	0.6429	NA	14	Mystic Water	0.0	Wave Crash,Psychic Fangs,Iron Tail,Disable	252 Atk / 252 Spe / 6 HP	Derived
4	997	Drampa	special	NONE	Dragon Fang	type_boost	TRUE	2.9286	2.9286	FALSE	0.7857	1	NA	14	Dragon Fang	0.0	Dragon Pulse,Extrasensory,Shadow Ball,Detect	252 SpA / 252 Spe / 6 HP	Derived
4	997	Drampa	special_setup	Work Up	Dragon Fang	type_boost	TRUE	2.3571	2.3571	FALSE	0.7143	1	1	14	Dragon Fang	0.0	Dragon Pulse,Extrasensory,Work Up,Detect	252 SpA / 252 Spe / 6 HP	Derived
4	1004	Tapu Bulu	physical	NONE	Pixie Plate	type_boost	TRUE	3	3	FALSE	0.8571	0.8571	NA	14	Pixie Plate	0	Wood Hammer,Play Rough,Superpower,Grassy Terrain	252 Atk / 252 Spe / 6 HP	Derived
4	1004	Tapu Bulu	physical_setup	Work Up	Pixie Plate	type_boost	TRUE	2	2	FALSE	0.7857	0.8571	0.8571	14	Pixie Plate	0	Wood Hammer,Play Rough,Work Up,Grassy Terrain	252 Atk / 252 Spe / 6 HP	Derived
4	1017	Necrozma	special	NONE	Expert Belt	expert_belt	TRUE	33.6429	33.6429	FALSE	0.9286	1	NA	14	Expert Belt	0.0	Psychic,Power Gem,Mirror Shot,Moonlight	252 SpA / 252 Spe / 6 HP	Derived
4	1017	Necrozma	special_setup	Rock Polish	Expert Belt	expert_belt	TRUE	29.7143	29.7143	FALSE	0.8571	1	1	14	Expert Belt	0.0	Psychic,Power Gem,Rock Polish,Moonlight	252 SpA / 252 Spe / 6 HP	Derived
4	1020	Rattata-Alola	physical	NONE	Silk Scarf	type_boost	TRUE	-0.0714	-0.0714	FALSE	0.4286	0.2857	NA	14	Silk Scarf	0.0	Double-Edge,Crunch,Iron Tail	252 Atk / 252 Spe / 6 HP	Derived
4	1021	Raticate-Alola	physical	NONE	Silk Scarf	type_boost	TRUE	1.7857	1.7857	FALSE	0.7857	0.8571	NA	14	Silk Scarf	0.0	Double-Edge,Crunch,Iron Tail,Roar	252 Atk / 252 Spe / 6 HP	Derived
4	1021	Raticate-Alola	physical_setup	Swords Dance	Silk Scarf	type_boost	TRUE	1.1429	1.1429	FALSE	0.7857	0.8571	0.8571	14	Silk Scarf	0.0	Double-Edge,Crunch,Swords Dance,Roar	252 Atk / 252 Spe / 6 HP	Derived
4	1022	Raichu-Alola	physical	NONE	Expert Belt	expert_belt	TRUE	0.8571	0.8571	FALSE	0.6429	0.7857	NA	14	Expert Belt	0.0	Thunder Punch,Iron Tail,Play Rough,Teleport	252 Atk / 252 Spe / 6 HP	Derived
4	1022	Raichu-Alola	special	NONE	Expert Belt	expert_belt	TRUE	1.0714	1.0714	FALSE	0.6429	0.7857	NA	14	Expert Belt	0.0	Psychic,Thunderbolt,Drain Kiss,Teleport	252 SpA / 252 Spe / 6 HP	Derived
4	1022	Raichu-Alola	mixed	NONE	Expert Belt	expert_belt	TRUE	1.0714	1.0714	FALSE	0.7143	0.7857	NA	14	Expert Belt	0.0	Thunder Punch,Iron Tail,Psychic,Thunderbolt	252 Atk / 252 SpA / 6 Spe	Derived
4	1023	Sandshrew-Alola	physical	NONE	Expert Belt	expert_belt	TRUE	1.8571	1.8571	FALSE	0.6429	0.7143	NA	14	Expert Belt	0.0	Iron Tail,Ice Punch,Dig,Snowscape	252 Atk / 252 Spe / 6 HP	Derived
4	1023	Sandshrew-Alola	physical_setup	Swords Dance	Expert Belt	expert_belt	TRUE	1.0714	1.0714	FALSE	0.5714	0.7143	0.7143	14	Expert Belt	0.0	Iron Tail,Ice Punch,Swords Dance,Snowscape	252 Atk / 252 Spe / 6 HP	Derived
4	1023	Sandshrew-Alola	support	NONE	Berry Juice	longevity	TRUE	7.9286	7.9286	FALSE	0.5714	0.8571	NA	14	Berry Juice	0.0	Iron Tail,Snowscape	252 HP / 252 Def / 6 SpD	Derived
4	1024	Sandslash-Alola	physical	NONE	Expert Belt	expert_belt	TRUE	7.4286	7.4286	FALSE	1	1	NA	14	Expert Belt	0.0	Iron Tail,Icicle Crash,Dig,Spikes	252 Atk / 252 Spe / 6 HP	Derived
4	1024	Sandslash-Alola	physical_setup	Work Up	Metal Coat	type_boost	TRUE	6.4286	6.4286	FALSE	0.9286	1	1	14	Metal Coat	0.0	Iron Tail,Icicle Crash,Work Up,Spikes	252 Atk / 252 Spe / 6 HP	Derived
4	1025	Vulpix-Alola	special	NONE	Expert Belt	expert_belt	TRUE	0.8571	0.8571	FALSE	0.7143	0.7143	NA	14	Expert Belt	0.0	Blizzard,Dazzling Gleam,Extrasensory,Roar	252 SpA / 252 Spe / 6 HP	Derived
4	1025	Vulpix-Alola	support	NONE	Berry Juice	longevity	TRUE	1.0714	1.0714	FALSE	0.5714	0.9286	NA	14	Berry Juice	0.0	Blizzard,Roar,Mist,Safeguard	252 HP / 252 Def / 6 SpD	Derived
4	1026	Ninetales-Alola	special	NONE	Expert Belt	expert_belt	TRUE	1.9286	1.9286	FALSE	0.8571	0.8571	NA	14	Expert Belt	0.0	Moonblast,Ice Beam,Psyshock,Safeguard	252 SpA / 252 Spe / 6 HP	Derived
4	1026	Ninetales-Alola	special_setup	Nasty Plot	Pixie Plate	type_boost	TRUE	1.0714	1.0714	FALSE	0.7857	0.8571	0.8571	14	Pixie Plate	0.0	Moonblast,Ice Beam,Nasty Plot,Safeguard	252 SpA / 252 Spe / 6 HP	Derived
4	1027	Diglett-Alola	physical	NONE	Metal Coat	type_boost	TRUE	-0.2857	-0.2857	FALSE	0.5	0.2857	NA	14	Metal Coat	0.0	Earthquake,Iron Head,Rock Slide	252 Atk / 252 Spe / 6 HP	Derived
4	1027	Diglett-Alola	physical_setup	Work Up	Metal Coat	type_boost	TRUE	-1.2143	-1.2143	FALSE	0.2857	0.2857	0.2857	14	Metal Coat	0.0	Earthquake,Iron Head,Work Up	252 Atk / 252 Spe / 6 HP	Derived
4	1028	Dugtrio-Alola	physical	NONE	Metal Coat	type_boost	TRUE	0.8571	0.8571	FALSE	0.6429	0.5714	NA	14	Metal Coat	0.0	Dig,Iron Head,Rock Slide	252 Atk / 252 Spe / 6 HP	Derived
4	1028	Dugtrio-Alola	physical_setup	Work Up	Metal Coat	type_boost	TRUE	0.0714	0.0714	FALSE	0.5714	0.5714	0.5714	14	Metal Coat	0.0	Dig,Iron Head,Work Up	252 Atk / 252 Spe / 6 HP	Derived
4	1029	Meowth-Alola	physical	NONE	Muscle Band	split_boost	FALSE	-1	-1	FALSE	0.2857	0.5	NA	14	Expert Belt	0.2143	Iron Tail,Bite,Play Rough,Taunt	252 Atk / 252 Spe / 6 HP	Derived
4	1029	Meowth-Alola	physical_setup	Work Up	Muscle Band	split_boost	FALSE	-1.7143	-1.7143	FALSE	0.2857	0.5	0.5	14	Expert Belt	0.1428	Iron Tail,Bite,Work Up,Taunt	252 Atk / 252 Spe / 6 HP	Derived
