internal_id	form_key	location	method	gate	gate_name	level_min	level_max	slot_index	earliest_gate	gate_basis	confidence
226	Mantine	Route 19	wild-superRod	9	Koga	53	55	4	3	via-evolution	Measured
226	Mantine	Cinnabar Island	wild-surf	10	May	56	58	1	3	via-evolution	Measured
226	Mantine	Cinnabar Island	wild-surf	10	May	56	58	2	3	via-evolution	Measured
226	Mantine	Route 21 South	wild-surf	10	May	56	58	1	3	via-evolution	Measured
226	Mantine	Route 21 South	wild-surf	10	May	56	58	2	3	via-evolution	Measured
227	Skarmory	Route 16	wild-day	3	Surge	36	38	7	3	direct	Measured
227	Skarmory	Route 16	wild-night	3	Surge	36	38	7	3	direct	Measured
227	Skarmory	Route 17	wild-day	9	Koga	46	48	6	3	direct	Measured
227	Skarmory	Route 17	wild-day	9	Koga	46	48	7	3	direct	Measured
227	Skarmory	Safari Zone Area 3	wild-day	9	Koga	50	52	6	3	direct	Measured
227	Skarmory	Safari Zone Area 3	wild-day	9	Koga	50	52	7	3	direct	Measured
227	Skarmory	Route 17	wild-night	9	Koga	46	48	6	3	direct	Measured
227	Skarmory	Route 17	wild-night	9	Koga	46	48	7	3	direct	Measured
228	Houndour	Route 2	wild-night	0	Brock	4	6	7	0	direct	Measured
229	Houndoom	Pokemon Mansion 2F	wild-day	11	Blaine	63	65	6	0	via-evolution	Measured
229	Houndoom	Pokemon Mansion 2F	wild-day	11	Blaine	63	65	7	0	via-evolution	Measured
229	Houndoom	Mt Ember Exterior	wild-night	17	Post-Game	83	85	4	0	via-evolution	Measured
231	Phanpy	Pewter City	wild-day	0	Brock	7	9	9	0	direct	Measured
231	Phanpy	Route 2	wild-day	0	Brock	3	5	3	0	direct	Measured
231	Phanpy	Pewter City	wild-night	0	Brock	7	9	9	0	direct	Measured
231	Phanpy	Route 2	wild-night	0	Brock	3	5	3	0	direct	Measured
234	Stantler	Route 8	wild-night	3	Surge	33	35	8	3	direct	Measured
234	Stantler	Route 8	wild-night	3	Surge	33	35	9	3	direct	Measured
235	Smeargle	Safari Zone Area 4	wild-day	9	Koga	50	52	10	9	direct	Measured
235	Smeargle	Safari Zone Area 4	wild-day	9	Koga	50	52	11	9	direct	Measured
235	Smeargle	Safari Zone Area 4	wild-night	9	Koga	50	52	10	9	direct	Measured
235	Smeargle	Safari Zone Area 4	wild-night	9	Koga	50	52	11	9	direct	Measured
235	Smeargle	Kindle Road	wild-day	17	Post-Game	83	85	1	9	direct	Measured
235	Smeargle	Three Isle Port	wild-day	17	Post-Game	83	85	8	9	direct	Measured
235	Smeargle	Three Isle Port	wild-day	17	Post-Game	83	85	9	9	direct	Measured
235	Smeargle	Kindle Road	wild-night	17	Post-Game	83	85	1	9	direct	Measured
235	Smeargle	Three Isle Port	wild-night	17	Post-Game	83	85	8	9	direct	Measured
235	Smeargle	Three Isle Port	wild-night	17	Post-Game	83	85	9	9	direct	Measured
236	Tyrogue	Mt. Moon 1F	wild-day	1	Archer-1	12	14	8	1	direct	Measured
236	Tyrogue	Mt. Moon 1F	wild-night	1	Archer-1	12	14	8	1	direct	Measured
238	Smoochum	Mt. Moon B2F	wild-day	1	Archer-1	12	14	7	1	direct	Measured
238	Smoochum	Mt. Moon B2F	wild-day	1	Archer-1	12	14	8	1	direct	Measured
239	Elekid	Route 24	wild-day	2	Misty	14	16	4	2	direct	Measured
240	Magby	Route 24	wild-night	2	Misty	14	16	4	2	direct	Measured
241	Miltank	Route 8	wild-day	3	Surge	33	35	10	3	direct	Measured
241	Miltank	Route 8	wild-day	3	Surge	33	35	11	3	direct	Measured
243	Raikou	Route 2	raid4	0	Brock	NA	NA	NA	0	direct	Measured
244	Entei	Route 2	raid4	0	Brock	NA	NA	NA	0	direct	Measured
245	Suicune	Route 2	raid4	0	Brock	NA	NA	NA	0	direct	Measured
246	Larvitar	Celadon City Game Corner Exchange	fixed-gift	6	Archer-2	NA	NA	NA	6	direct	Measured
248	Tyranitar	Victory Road 2F	wild-day	16	Elite-4	80	82	2	6	via-evolution	Measured
248	Tyranitar	Victory Road 2F	wild-day	16	Elite-4	80	82	11	6	via-evolution	Measured
248	Tyranitar	Victory Road 2F	wild-night	16	Elite-4	80	82	2	6	via-evolution	Measured
248	Tyranitar	Victory Road 2F	wild-night	16	Elite-4	80	82	11	6	via-evolution	Measured
251	Celebi	Route 25	raid4	2	Misty	NA	NA	NA	2	direct	Measured
277	Treecko	Pallet Town Oak's Lab	fixed-gift	0	Brock	NA	NA	NA	0	direct	Measured
277	Treecko	Celadon City Mansion 1F	fixed-gift	3	Surge	NA	NA	NA	0	direct	Measured
280	Torchic	Pallet Town Oak's Lab	fixed-gift	0	Brock	NA	NA	NA	0	direct	Measured
280	Torchic	Celadon City Mansion 1F	fixed-gift	3	Surge	NA	NA	NA	0	direct	Measured
282	Blaziken	Pokemon Mansion Gouging Fire's Room	wild-day	15	Brendan	75	77	6	0	via-evolution	Measured
282	Blaziken	Pokemon Mansion Gouging Fire's Room	wild-day	15	Brendan	75	77	7	0	via-evolution	Measured
282	Blaziken	Pokemon Mansion Gouging Fire's Room	wild-night	15	Brendan	75	77	6	0	via-evolution	Measured
282	Blaziken	Pokemon Mansion Gouging Fire's Room	wild-night	15	Brendan	75	77	7	0	via-evolution	Measured
283	Mudkip	Pallet Town Oak's Lab	fixed-gift	0	Brock	NA	NA	NA	0	direct	Measured
283	Mudkip	Celadon City Mansion 1F	fixed-gift	3	Surge	NA	NA	NA	0	direct	Measured
286	Poochyena	Viridian City	wild-day	0	Brock	3	5	2	0	direct	Measured
286	Poochyena	Route 1	wild-night	0	Brock	2	4	0	0	direct	Measured
286	Poochyena	Route 2	wild-night	0	Brock	3	5	0	0	direct	Measured
286	Poochyena	Viridian City	wild-night	0	Brock	3	5	2	0	direct	Measured
287	Mightyena	Pokemon Mansion B1F	wild-day	11	Blaine	63	65	5	0	via-evolution	Measured
287	Mightyena	Pokemon Mansion B1F	wild-night	11	Blaine	63	65	5	0	via-evolution	Measured
288	Zigzagoon	Route 1	wild-day	0	Brock	2	4	1	0	direct	Measured
288	Zigzagoon	Route 2	wild-day	0	Brock	3	5	8	0	direct	Measured
290	Wurmple	Viridian Forest	wild-night	0	Brock	4	6	1	0	direct	Measured
295	Lotad	Route 21 North	wild-night	0	Brock	4	6	10	0	direct	Measured
295	Lotad	Route 21 North	wild-night	0	Brock	4	6	11	0	direct	Measured
295	Lotad	Route 24	raid1	2	Misty	NA	NA	NA	0	direct	Measured
295	Lotad	Route 24	wild-oldRod	2	Misty	2	4	1	0	direct	Measured
298	Seedot	Route 1	wild-night	0	Brock	2	4	8	0	direct	Measured
298	Seedot	Route 1	wild-night	0	Brock	2	4	9	0	direct	Measured
300	Shiftry	Cape Brink	wild-night	17	Post-Game	84	85	2	0	via-evolution	Measured
300	Shiftry	Cape Brink	wild-night	17	Post-Game	84	85	3	0	via-evolution	Measured
301	Nincada	Viridian Forest	wild-night	0	Brock	4	6	4	0	direct	Measured
301	Nincada	Viridian Forest Heart	wild-night	0	Brock	4	6	4	0	direct	Measured
304	Taillow	Route 25	wild-day	2	Misty	16	18	1	2	direct	Measured
304	Taillow	Route 25	wild-night	2	Misty	16	18	1	2	direct	Measured
306	Shroomish	Viridian Forest	wild-day	0	Brock	4	6	8	0	direct	Measured
306	Shroomish	Viridian Forest	wild-day	0	Brock	4	6	9	0	direct	Measured
306	Shroomish	Route 3	wild-day	1	Archer-1	10	12	5	0	direct	Measured
307	Breloom	Route 13	raid3	9	Koga	NA	NA	NA	0	via-evolution	Measured
308	Spinda	Safari Zone Area 1	wild-day	9	Koga	50	52	1	9	direct	Measured
308	Spinda	Safari Zone Area 1	wild-night	9	Koga	50	52	1	9	direct	Measured
309	Wingull	Route 21 North	wild-day	0	Brock	4	6	6	0	direct	Measured
309	Wingull	Route 21 North	wild-day	0	Brock	4	6	7	0	direct	Measured
309	Wingull	Route 21 North	wild-night	0	Brock	4	6	6	0	direct	Measured
309	Wingull	Route 21 North	wild-night	0	Brock	4	6	7	0	direct	Measured
309	Wingull	Route 10	wild-surf	10	May	56	58	3	0	direct	Measured
309	Wingull	Route 10	wild-surf	10	May	56	58	4	0	direct	Measured
310	Pelipper	Route 14	raid3	9	Koga	NA	NA	NA	0	via-evolution	Measured
310	Pelipper	Route 14	wild-day	9	Koga	48	50	0	0	via-evolution	Measured
310	Pelipper	Route 14	wild-night	9	Koga	48	50	0	0	via-evolution	Measured
310	Pelipper	Vermilion City	wild-surf	10	May	56	58	1	0	via-evolution	Measured
311	Surskit	Viridian Forest	wild-day	0	Brock	4	6	7	0	direct	Measured
312	Masquerain	Berry Forest	wild-surf	17	Post-Game	56	58	2	0	via-evolution	Measured
312	Masquerain	Berry Forest	wild-surf	17	Post-Game	56	58	3	0	via-evolution	Measured
313	Wailmer	Route 24	wild-goodRod	3	Surge	27	29	0	3	direct	Measured
313	Wailmer	Safari Zone Area 3	wild-goodRod	9	Koga	27	29	2	3	direct	Measured
313	Wailmer	Safari Zone Area 4	wild-goodRod	9	Koga	27	29	2	3	direct	Measured
313	Wailmer	Route 20	wild-goodRod	10	May	27	29	0	3	direct	Measured
313	Wailmer	Safari Zone Moltres' Den	wild-goodRod	10	May	27	29	2	3	direct	Measured
314	Wailord	Route 22	wild-superRod	9	Koga	53	55	3	3	via-evolution	Measured
314	Wailord	Route 22	wild-superRod	9	Koga	53	55	4	3	via-evolution	Measured
314	Wailord	Route 20	wild-surf	10	May	56	58	2	3	via-evolution	Measured
315	Skitty	Route 10	wild-day	3	Surge	27	29	5	3	direct	Measured
315	Skitty	Route 10	wild-night	3	Surge	27	29	5	3	direct	Measured
317	Kecleon	Safari Zone Area 1	wild-day	9	Koga	50	52	0	9	direct	Measured
317	Kecleon	Safari Zone Area 1	wild-night	9	Koga	50	52	0	9	direct	Measured
318	Baltoy	Mt. Moon B1F	wild-day	1	Archer-1	12	14	7	1	direct	Measured
318	Baltoy	Route 11	wild-day	2	Misty	23	25	3	1	direct	Measured
318	Baltoy	Route 11	wild-night	2	Misty	23	25	3	1	direct	Measured
320	Nosepass	Rock Tunnel B1F	wild-night	3	Surge	30	32	4	3	direct	Measured
321	Torkoal	Mt. Moon B1F	wild-day	1	Archer-1	12	14	4	1	direct	Measured
321	Torkoal	Mt. Moon B1F	wild-night	1	Archer-1	12	14	4	1	direct	Measured
321	Torkoal	Route 13	raid3	9	Koga	NA	NA	NA	1	direct	Measured
321	Torkoal	Route 14	wild-day	9	Koga	48	50	2	1	direct	Measured
321	Torkoal	Route 14	wild-day	9	Koga	48	50	3	1	direct	Measured
321	Torkoal	Route 17	wild-day	9	Koga	46	48	5	1	direct	Measured
321	Torkoal	Route 14	wild-night	9	Koga	48	50	2	1	direct	Measured
321	Torkoal	Route 14	wild-night	9	Koga	48	50	3	1	direct	Measured
321	Torkoal	Route 17	wild-night	9	Koga	46	48	5	1	direct	Measured
321	Torkoal	Mt Ember Interior	wild-day	17	Post-Game	85	85	0	1	direct	Measured
321	Torkoal	Mt Ember Interior	wild-night	17	Post-Game	85	85	0	1	direct	Measured
322	Sableye	Pokemon Tower 3F	wild-day	3	Surge	45	47	7	3	direct	Measured
322	Sableye	Pokemon Tower 4F	wild-day	3	Surge	45	47	7	3	direct	Measured
322	Sableye	Pokemon Tower 5F	wild-day	3	Surge	45	47	7	3	direct	Measured
322	Sableye	Pokemon Tower 6F	wild-day	3	Surge	45	47	7	3	direct	Measured
322	Sableye	Pokemon Tower 3F	wild-night	3	Surge	45	47	7	3	direct	Measured
322	Sableye	Pokemon Tower 4F	wild-night	3	Surge	45	47	7	3	direct	Measured
322	Sableye	Pokemon Tower 5F	wild-night	3	Surge	45	47	7	3	direct	Measured
322	Sableye	Pokemon Tower 6F	wild-night	3	Surge	45	47	7	3	direct	Measured
322	Sableye	Pokemon Tower 7F	wild-day	6	Archer-2	45	47	7	3	direct	Measured
322	Sableye	Pokemon Tower 7F	wild-night	6	Archer-2	45	47	7	3	direct	Measured
322	Sableye	Pokemon Mansion 1F	wild-day	11	Blaine	63	65	8	3	direct	Measured
322	Sableye	Pokemon Mansion 1F	wild-day	11	Blaine	63	65	9	3	direct	Measured
322	Sableye	Pokemon Mansion 1F	wild-night	11	Blaine	63	65	8	3	direct	Measured
322	Sableye	Pokemon Mansion 1F	wild-night	11	Blaine	63	65	9	3	direct	Measured
323	Barboach	Pallet Town	wild-goodRod	3	Surge	27	29	0	3	direct	Measured
323	Barboach	Route 10	wild-goodRod	3	Surge	27	29	0	3	direct	Measured
324	Whiscash	Pallet Town	wild-superRod	9	Koga	53	55	3	3	via-evolution	Measured
324	Whiscash	Pallet Town	wild-superRod	9	Koga	53	55	4	3	via-evolution	Measured
324	Whiscash	Route 10	wild-superRod	9	Koga	53	55	0	3	via-evolution	Measured
324	Whiscash	Route 10	wild-superRod	9	Koga	53	55	1	3	via-evolution	Measured
325	Luvdisc	Route 12	raid1	3	Surge	NA	NA	NA	3	direct	Measured
325	Luvdisc	Cerulean City	wild-superRod	9	Koga	53	55	0	3	direct	Measured
325	Luvdisc	Cerulean City	wild-superRod	9	Koga	53	55	1	3	direct	Measured
325	Luvdisc	Pallet Town	wild-superRod	9	Koga	53	55	0	3	direct	Measured
325	Luvdisc	Pallet Town	wild-superRod	9	Koga	53	55	1	3	direct	Measured
325	Luvdisc	Route 11	wild-superRod	9	Koga	53	55	0	3	direct	Measured
325	Luvdisc	Route 11	wild-superRod	9	Koga	53	55	1	3	direct	Measured
325	Luvdisc	Route 22	wild-superRod	9	Koga	53	55	0	3	direct	Measured
325	Luvdisc	Route 22	wild-superRod	9	Koga	53	55	1	3	direct	Measured
325	Luvdisc	Route 24	wild-superRod	9	Koga	53	55	0	3	direct	Measured
325	Luvdisc	Route 24	wild-superRod	9	Koga	53	55	1	3	direct	Measured
325	Luvdisc	Vermilion City	wild-superRod	9	Koga	53	55	0	3	direct	Measured
325	Luvdisc	Vermilion City	wild-superRod	9	Koga	53	55	1	3	direct	Measured
325	Luvdisc	Viridian City	wild-superRod	9	Koga	53	55	0	3	direct	Measured
325	Luvdisc	Viridian City	wild-superRod	9	Koga	53	55	1	3	direct	Measured
325	Luvdisc	Berry Forest	wild-superRod	17	Post-Game	83	85	2	3	direct	Measured
325	Luvdisc	Cape Brink	wild-superRod	17	Post-Game	83	85	0	3	direct	Measured
325	Luvdisc	Cape Brink	wild-superRod	17	Post-Game	83	85	1	3	direct	Measured
325	Luvdisc	Kindle Road	wild-superRod	17	Post-Game	83	85	0	3	direct	Measured
325	Luvdisc	Kindle Road	wild-superRod	17	Post-Game	83	85	1	3	direct	Measured
326	Corphish	Route 22	wild-oldRod	0	Brock	2	4	1	0	direct	Measured
326	Corphish	Cerulean Cave B1F	wild-goodRod	13	Giovanni-3	27	29	0	0	direct	Measured
327	Crawdaunt	Safari Zone Area 4	wild-superRod	9	Koga	53	55	0	0	via-evolution	Measured
327	Crawdaunt	Seafoam Islands B3F	wild-day	10	May	62	64	4	0	via-evolution	Measured
327	Crawdaunt	Seafoam Islands B3F	wild-day	10	May	62	64	5	0	via-evolution	Measured
327	Crawdaunt	Safari Zone Moltres' Den	wild-superRod	10	May	53	55	0	0	via-evolution	Measured
327	Crawdaunt	Seafoam Islands B3F	wild-superRod	10	May	53	55	3	0	via-evolution	Measured
327	Crawdaunt	Seafoam Islands B3F	wild-superRod	10	May	53	55	4	0	via-evolution	Measured
327	Crawdaunt	Seafoam Islands B3F	wild-surf	10	May	56	58	2	0	via-evolution	Measured
327	Crawdaunt	Seafoam Islands B3F	wild-surf	10	May	56	58	3	0	via-evolution	Measured
327	Crawdaunt	Seafoam Islands B3F	wild-surf	10	May	56	58	4	0	via-evolution	Measured
327	Crawdaunt	Cerulean Cave 1F	wild-superRod	12	Archer-3	53	55	2	0	via-evolution	Measured
327	Crawdaunt	Cerulean Cave 1F	wild-superRod	12	Archer-3	53	55	3	0	via-evolution	Measured
327	Crawdaunt	Cerulean Cave 1F	wild-superRod	12	Archer-3	53	55	4	0	via-evolution	Measured
327	Crawdaunt	Cerulean Cave 1F	wild-surf	12	Archer-3	56	58	2	0	via-evolution	Measured
327	Crawdaunt	Cerulean Cave B1F	wild-superRod	13	Giovanni-3	53	55	1	0	via-evolution	Measured
327	Crawdaunt	Treasure Beach	wild-night	17	Post-Game	83	85	8	0	via-evolution	Measured
327	Crawdaunt	Treasure Beach	wild-night	17	Post-Game	83	85	9	0	via-evolution	Measured
327	Crawdaunt	Berry Forest	wild-superRod	17	Post-Game	83	85	3	0	via-evolution	Measured
327	Crawdaunt	Berry Forest	wild-superRod	17	Post-Game	83	85	4	0	via-evolution	Measured
328	Feebas	Safari Zone Area 1	wild-superRod	9	Koga	53	55	3	9	direct	Measured
328	Feebas	Safari Zone Area 1	wild-superRod	9	Koga	53	55	4	9	direct	Measured
328	Feebas	Cinnabar Island	wild-goodRod	10	May	27	29	2	9	direct	Measured
328	Feebas	Cerulean Cave B1F	wild-oldRod	13	Giovanni-3	2	4	0	9	direct	Measured
328	Feebas	Bond Bridge	wild-oldRod	17	Post-Game	83	85	0	9	direct	Measured
328	Feebas	Cape Brink	wild-oldRod	17	Post-Game	83	85	0	9	direct	Measured
328	Feebas	Kindle Road	wild-oldRod	17	Post-Game	83	85	0	9	direct	Measured
328	Feebas	Treasure Beach	wild-oldRod	17	Post-Game	60	65	0	9	direct	Measured
329	Milotic	Safari Zone Area 4	wild-surf	10	May	56	58	4	9	via-evolution	Measured
329	Milotic	Safari Zone Moltres' Den	wild-surf	10	May	56	58	4	9	via-evolution	Measured
329	Milotic	Cerulean Cave B1F	wild-surf	13	Giovanni-3	56	58	4	9	via-evolution	Measured
330	Carvanha	Route 24	wild-oldRod	2	Misty	2	4	0	2	direct	Measured
330	Carvanha	Pallet Town	wild-goodRod	3	Surge	27	29	1	2	direct	Measured
330	Carvanha	Seafoam Islands B4F	wild-goodRod	10	May	27	29	2	2	direct	Measured
330	Carvanha	Cerulean Cave 1F	wild-goodRod	12	Archer-3	27	29	0	2	direct	Measured
331	Sharpedo	Cerulean City	wild-superRod	9	Koga	53	55	2	2	via-evolution	Measured
331	Sharpedo	Route 24	wild-superRod	9	Koga	53	55	2	2	via-evolution	Measured
331	Sharpedo	Safari Zone Area 1	wild-superRod	9	Koga	53	55	2	2	via-evolution	Measured
331	Sharpedo	Cinnabar Island	wild-superRod	10	May	53	55	2	2	via-evolution	Measured
331	Sharpedo	Route 21 South	wild-superRod	10	May	53	55	2	2	via-evolution	Measured
331	Sharpedo	Route 20	wild-surf	10	May	56	58	1	2	via-evolution	Measured
331	Sharpedo	Seafoam Islands B4F	wild-surf	10	May	56	58	2	2	via-evolution	Measured
331	Sharpedo	Seafoam Islands B4F	wild-surf	10	May	56	58	3	2	via-evolution	Measured
331	Sharpedo	Seafoam Islands B4F	wild-surf	10	May	56	58	4	2	via-evolution	Measured
331	Sharpedo	Cerulean Cave B1F	wild-superRod	13	Giovanni-3	53	55	2	2	via-evolution	Measured
331	Sharpedo	Cerulean Cave B1F	wild-surf	13	Giovanni-3	56	58	0	2	via-evolution	Measured
331	Sharpedo	Bond Bridge	wild-goodRod	17	Post-Game	83	85	1	2	via-evolution	Measured
331	Sharpedo	Bond Bridge	wild-goodRod	17	Post-Game	83	85	2	2	via-evolution	Measured
331	Sharpedo	Berry Forest	wild-superRod	17	Post-Game	83	85	0	2	via-evolution	Measured
331	Sharpedo	Berry Forest	wild-superRod	17	Post-Game	83	85	1	2	via-evolution	Measured
332	Trapinch	Diglett's Cave 1F	wild-day	0	Brock	7	9	6	0	direct	Measured
332	Trapinch	Diglett's Cave 1F	wild-night	0	Brock	7	9	6	0	direct	Measured
334	Flygon	Treasure Beach	wild-day	17	Post-Game	83	85	5	0	via-evolution	Measured
334	Flygon	Treasure Beach	wild-day	17	Post-Game	84	85	4	0	via-evolution	Measured
335	Makuhita	Mt. Moon 1F	wild-day	1	Archer-1	12	14	6	1	direct	Measured
335	Makuhita	Mt. Moon 1F	wild-day	1	Archer-1	12	14	7	1	direct	Measured
337	Electrike	Route 10	wild-night	3	Surge	27	29	1	3	direct	Measured
338	Manectric	Power Plant	wild-night	10	May	63	65	2	3	via-evolution	Measured
339	Numel	Diglett's Cave 1F	wild-day	0	Brock	7	9	2	0	direct	Measured
339	Numel	Pewter City	wild-day	0	Brock	7	9	5	0	direct	Measured
339	Numel	Diglett's Cave 1F	wild-night	0	Brock	7	9	2	0	direct	Measured
339	Numel	Pewter City	wild-night	0	Brock	7	9	5	0	direct	Measured
339	Numel	Mt. Moon B2F	wild-day	1	Archer-1	12	14	3	0	direct	Measured
341	Spheal	Route 12	wild-oldRod	3	Surge	2	4	0	3	direct	Measured
341	Spheal	Seafoam Islands B3F	wild-goodRod	10	May	27	29	0	3	direct	Measured
341	Spheal	Seafoam Islands B4F	wild-goodRod	10	May	27	29	0	3	direct	Measured
342	Sealeo	Route 12	wild-goodRod	3	Surge	27	29	1	3	direct	Measured
343	Walrein	Route 12	wild-day	9	Koga	50	52	2	3	via-evolution	Measured
343	Walrein	Route 12	wild-night	9	Koga	50	52	2	3	via-evolution	Measured
343	Walrein	Seafoam Islands B1F	wild-night	10	May	62	64	4	3	via-evolution	Measured
343	Walrein	Seafoam Islands B1F	wild-night	10	May	62	64	5	3	via-evolution	Measured
343	Walrein	Seafoam Islands B3F	wild-surf	10	May	56	58	1	3	via-evolution	Measured
344	Cacnea	Route 11	wild-night	2	Misty	23	25	4	2	direct	Measured
346	Snorunt	Rock Tunnel B1F	wild-day	3	Surge	30	32	3	3	direct	Measured
346	Snorunt	Seafoam Islands B1F	wild-day	10	May	62	64	1	3	direct	Measured
346	Snorunt	Seafoam Islands B1F	wild-night	10	May	62	64	1	3	direct	Measured
346	Snorunt	Seafoam Islands B3F	wild-night	10	May	62	64	1	3	direct	Measured
347	Glalie	Route 12	wild-day	9	Koga	50	52	3	3	via-evolution	Measured
348	Lunatone	Mt. Moon 1F	raid1	1	Archer-1	NA	NA	NA	1	direct	Measured
348	Lunatone	Mt. Moon B2F	wild-night	1	Archer-1	12	14	9	1	direct	Measured
348	Lunatone	Rock Tunnel 1F	wild-night	3	Surge	29	31	3	1	direct	Measured
349	Solrock	Mt. Moon B2F	wild-day	1	Archer-1	12	14	9	1	direct	Measured
349	Solrock	Rock Tunnel 1F	wild-day	3	Surge	29	31	3	1	direct	Measured
351	Spoink	Pewter City	wild-day	0	Brock	7	9	3	0	direct	Measured
352	Grumpig	Route 17	wild-day	9	Koga	46	48	4	0	via-evolution	Measured
352	Grumpig	Route 17	wild-night	9	Koga	46	48	4	0	via-evolution	Measured
353	Plusle	Route 10	wild-day	3	Surge	27	29	4	3	direct	Measured
354	Minun	Route 10	wild-night	3	Surge	27	29	4	3	direct	Measured
355	Mawile	Mt. Moon B2F	wild-night	1	Archer-1	12	14	0	1	direct	Measured
355	Mawile	Victory Road 3F	wild-day	16	Elite-4	80	82	3	1	direct	Measured
355	Mawile	Victory Road 3F	wild-day	16	Elite-4	80	82	4	1	direct	Measured
355	Mawile	Victory Road 3F	wild-night	16	Elite-4	80	82	3	1	direct	Measured
355	Mawile	Victory Road 3F	wild-night	16	Elite-4	80	82	4	1	direct	Measured
356	Meditite	Route 2	wild-day	0	Brock	3	5	4	0	direct	Measured
356	Meditite	Route 2	wild-night	0	Brock	3	5	4	0	direct	Measured
356	Meditite	Route 6	wild-night	2	Misty	16	18	8	0	direct	Measured
356	Meditite	Route 6	wild-night	2	Misty	16	18	9	0	direct	Measured
357	Medicham	Cerulean Cave B1F	wild-day	13	Giovanni-3	68	70	2	0	via-evolution	Measured
357	Medicham	Cerulean Cave B1F	wild-day	13	Giovanni-3	68	70	3	0	via-evolution	Measured
357	Medicham	Victory Road 2F	wild-day	16	Elite-4	80	82	4	0	via-evolution	Measured
357	Medicham	Victory Road 2F	wild-day	16	Elite-4	80	82	7	0	via-evolution	Measured
357	Medicham	Victory Road 2F	wild-night	16	Elite-4	80	82	4	0	via-evolution	Measured
357	Medicham	Victory Road 2F	wild-night	16	Elite-4	80	82	7	0	via-evolution	Measured
358	Swablu	Route 25	wild-day	2	Misty	16	18	0	2	direct	Measured
358	Swablu	Route 25	wild-night	2	Misty	16	18	0	2	direct	Measured
359	Altaria	Route 18	wild-day	9	Koga	49	51	4	2	via-evolution	Measured
359	Altaria	Route 18	wild-night	9	Koga	49	51	4	2	via-evolution	Measured
362	Dusclops	Pokemon Tower 3F	wild-day	3	Surge	45	47	2	3	direct	Measured
362	Dusclops	Pokemon Tower 4F	wild-day	3	Surge	45	47	2	3	direct	Measured
362	Dusclops	Pokemon Tower 5F	wild-day	3	Surge	45	47	2	3	direct	Measured
362	Dusclops	Pokemon Tower 6F	wild-day	3	Surge	45	47	2	3	direct	Measured
362	Dusclops	Pokemon Tower 3F	wild-night	3	Surge	45	47	2	3	direct	Measured
362	Dusclops	Pokemon Tower 4F	wild-night	3	Surge	45	47	2	3	direct	Measured
362	Dusclops	Pokemon Tower 5F	wild-night	3	Surge	45	47	2	3	direct	Measured
362	Dusclops	Pokemon Tower 6F	wild-night	3	Surge	45	47	2	3	direct	Measured
362	Dusclops	Pokemon Tower 7F	wild-day	6	Archer-2	45	47	2	3	direct	Measured
362	Dusclops	Pokemon Tower 7F	wild-night	6	Archer-2	45	47	2	3	direct	Measured
362	Dusclops	Route 15	raid3	9	Koga	NA	NA	NA	3	direct	Measured
363	Roselia	Route 13	wild-day	9	Koga	48	50	2	0	via-evolution	Measured
364	Slakoth	Viridian Forest Heart	wild-day	0	Brock	4	6	6	0	direct	Measured
364	Slakoth	Viridian Forest Heart	wild-night	0	Brock	4	6	6	0	direct	Measured
367	Gulpin	Route 6	wild-day	2	Misty	16	18	2	2	direct	Measured
368	Swalot	Pokemon Mansion 2F	wild-day	11	Blaine	63	65	3	2	via-evolution	Measured
368	Swalot	Pokemon Mansion 2F	wild-night	11	Blaine	63	65	3	2	via-evolution	Measured
369	Tropius	Route 9	wild-day	3	Surge	25	27	8	3	direct	Measured
369	Tropius	Route 9	wild-day	3	Surge	25	27	9	3	direct	Measured
369	Tropius	Route 9	wild-night	3	Surge	25	27	8	3	direct	Measured
369	Tropius	Route 9	wild-night	3	Surge	25	27	9	3	direct	Measured
370	Whismur	Route 25	wild-day	2	Misty	16	18	7	2	direct	Measured
372	Exploud	Route 15	raid3	9	Koga	NA	NA	NA	2	via-evolution	Measured
373	Clamperl	Viridian City	wild-oldRod	0	Brock	3	4	1	0	direct	Measured
373	Clamperl	Route 19	wild-oldRod	9	Koga	2	4	0	0	direct	Measured
373	Clamperl	Pallet Town	wild-superRod	9	Koga	53	55	2	0	direct	Measured
374	Huntail	Route 19	wild-superRod	9	Koga	53	55	1	0	via-evolution	Measured
374	Huntail	Safari Zone Area 2	wild-superRod	9	Koga	53	55	1	0	via-evolution	Measured
374	Huntail	Kindle Road	wild-superRod	17	Post-Game	83	85	3	0	via-evolution	Measured
374	Huntail	Kindle Road	wild-superRod	17	Post-Game	83	85	4	0	via-evolution	Measured
375	Gorebyss	Route 19	wild-superRod	9	Koga	53	55	2	0	via-evolution	Measured
375	Gorebyss	Safari Zone Area 2	wild-superRod	9	Koga	53	55	0	0	via-evolution	Measured
375	Gorebyss	Kindle Road	wild-superRod	17	Post-Game	83	85	2	0	via-evolution	Measured
376	Absol	Route 8	wild-night	3	Surge	33	35	3	3	direct	Measured
376	Absol	Route 8	wild-night	3	Surge	33	35	4	3	direct	Measured
376	Absol	Kindle Road	wild-day	17	Post-Game	83	85	0	3	direct	Measured
376	Absol	Kindle Road	wild-night	17	Post-Game	83	85	0	3	direct	Measured
377	Shuppet	Viridian City	wild-night	0	Brock	3	5	7	0	direct	Measured
377	Shuppet	Mt. Moon B1F	wild-day	1	Archer-1	12	14	8	0	direct	Measured
