lineage_id	checkpoints	raw_mean_vorp	dead_weight_penalty	lineage_vorp	comes_online_at	forms
191	15	-0.0558	0.0362	-0.092	4	Sunflora
1016	5	-0.0621	0.031	-0.0931	never	Guzzlord
456	16	-0.0503	0.043	-0.0933	3	Luxio,Luxray
344	15	-0.0562	0.0372	-0.0934	4	Cacturne
351	17	-0.0543	0.0414	-0.0957	3	Grumpig
388	15	-0.06	0.0358	-0.0958	10	Cradily
218	16	-0.0627	0.0363	-0.099	2	Magcargo
702	1	-0.0686	0.0343	-0.1029	never	Genesect
353	14	-0.0527	0.0508	-0.1035	4	Plusle
367	15	-0.0672	0.0369	-0.1041	5	Swalot
10	17	-0.0579	0.0466	-0.1044	3	Butterfree,Butterfree-Mega
951	16	-0.0692	0.036	-0.1052	1	Gumshoos
194	16	-0.0679	0.0374	-0.1054	1	Quagsire
658	16	-0.0673	0.0393	-0.1066	11	Beheeyem
376	14	-0.0654	0.042	-0.1074	8	Absol,Absol-Mega
643	14	-0.0674	0.0402	-0.1077	3	Amoonguss
1173	8	-0.0699	0.038	-0.1079	16	Arctozolt
1324	16	-0.0675	0.0408	-0.1083	4	Arboliva
322	14	-0.0657	0.0427	-0.1084	3	Sableye,Sableye-Mega
810	15	-0.058	0.0508	-0.1088	8	Dedenne
58	15	-0.0705	0.0397	-0.1102	4	Arcanine,Growlithe
652	14	-0.0666	0.0461	-0.1127	4	Klinklang
325	14	-0.0721	0.0423	-0.1144	5	Luvdisc
463	16	-0.0696	0.0449	-0.1145	2	Bastiodon
286	16	-0.069	0.0462	-0.1152	2	Mightyena
671	15	-0.0717	0.0436	-0.1153	6	Stunfisk
1077	5	-0.0676	0.0481	-0.1157	16	Blacephalon
749	2	-0.0799	0.0399	-0.1198	never	Wo-Chien
48	15	-0.0728	0.0508	-0.1237	3	Venomoth
355	15	-0.0783	0.0479	-0.1263	4	Mawile,Mawile-Mega
370	15	-0.0839	0.043	-0.1269	7	Exploud
1327	17	-0.0812	0.0474	-0.1286	3	Scovillain
43	17	-0.0847	0.0467	-0.1314	0	Bellossom
853	16	-0.0753	0.0561	-0.1315	3	Gourgeist,Pumpkaboo
1243	8	-0.0816	0.0501	-0.1316	10	Brute Bonnet
798	14	-0.0834	0.0488	-0.1322	4	Dragalge
1076	5	-0.0876	0.0468	-0.1344	16	Stakataka
13	16	-0.0756	0.0636	-0.1392	1	Beedrill,Beedrill-Mega
495	14	-0.0916	0.0492	-0.1408	8	Spiritomb
321	15	-0.0926	0.0492	-0.1418	7	Torkoal
1168	14	-0.091	0.0511	-0.1421	3	Indeedee
1228	16	-0.0869	0.0559	-0.1428	1	Yamask-Galar
295	16	-0.0945	0.0508	-0.1453	7	Ludicolo
772	17	-0.0884	0.0578	-0.1462	1	Vivillon
1202	14	-0.0961	0.0517	-0.1478	3	Indeedee-F
163	17	-0.0945	0.0549	-0.1494	1	Noctowl
1148	15	-0.0993	0.0523	-0.1516	8	Hatterene
69	17	-0.1023	0.0522	-0.1546	1	Victreebel
1169	8	-0.0967	0.0582	-0.1549	16	Morpeko
609	15	-0.0983	0.0597	-0.158	3	Maractus
1090	14	-0.0916	0.0665	-0.1581	3	Pikachu-Rock-Star
1167	13	-0.1015	0.0586	-0.1601	4	Eiscue
489	17	-0.1066	0.0556	-0.1621	1	Bronzong,Bronzor
627	15	-0.1068	0.0553	-0.1621	16	Gothitelle
707	17	-0.1059	0.0608	-0.1667	1	Wormadam-Sandy
1086	14	-0.1003	0.0663	-0.1667	3	Pikachu-Flying
815	8	-0.0994	0.069	-0.1683	9	Klefki
102	17	-0.116	0.0633	-0.1793	0	Exeggcute,Exeggutor-Alola
385	8	-0.1213	0.0607	-0.182	never	Castform
174	16	-0.1213	0.0611	-0.1824	16	Wigglytuff
708	17	-0.1175	0.0688	-0.1863	4	Wormadam-Trash
570	16	-0.1242	0.0621	-0.1864	never	Musharna
468	15	-0.1238	0.0633	-0.187	5	Vespiquen
452	16	-0.1234	0.0641	-0.1875	2	Bibarel
317	8	-0.125	0.0625	-0.1876	never	Kecleon
1088	14	-0.1186	0.0696	-0.1882	5	Pikachu-Libre
1221	14	-0.1209	0.0683	-0.1892	3	Corsola-Galar
46	16	-0.1273	0.0645	-0.1918	4	Parasect
1213	15	-0.1293	0.0662	-0.1955	4	Farfetch’d-Galar
1093	14	-0.1279	0.0769	-0.2048	3	Pikachu-Original
1094	14	-0.1279	0.0769	-0.2048	3	Pikachu-Hoenn
1095	14	-0.1279	0.0769	-0.2048	3	Pikachu-Sinnoh
1096	14	-0.1279	0.0769	-0.2048	3	Pikachu-Unova
1097	14	-0.1279	0.0769	-0.2048	3	Pikachu-Kalos
1098	14	-0.1279	0.0769	-0.2048	3	Pikachu-Alola
1099	14	-0.1279	0.0769	-0.2048	3	Pikachu-Partner
1085	14	-0.1389	0.0877	-0.2265	3	Pikachu-Surfing
1092	14	-0.1505	0.0816	-0.2321	4	Pikachu-PhD
508	15	-0.1533	0.0793	-0.2326	7	Carnivine
1089	14	-0.1497	0.0836	-0.2333	8	Pikachu-Pop-Star
465	17	-0.1548	0.0824	-0.2372	4	Wormadam
511	14	-0.1609	0.0805	-0.2414	never	Mantyke
1314	16	-0.1689	0.0844	-0.2533	never	Spidops
1091	14	-0.1667	0.089	-0.2557	5	Pikachu-Belle
213	14	-0.1705	0.0881	-0.2585	6	Shuckle
1087	14	-0.1699	0.0908	-0.2608	5	Pikachu-Cosplay
301	16	-0.1734	0.1009	-0.2742	1	Ninjask,Shedinja
1208	17	-0.2089	0.1099	-0.3188	2	Meowth-Galar,Perrserker
238	16	-0.232	0.116	-0.3479	never	Smoochum
491	17	-0.2339	0.1169	-0.3508	never	Bonsly,Sudowoodo
850	8	-0.2379	0.119	-0.3569	never	Gimmighoul
486	17	-0.2655	0.1336	-0.3992	0	Chingling
203	14	-0.2941	0.1471	-0.4411	never	Farigiraf
938	15	-0.355	0.1775	-0.5325	never	Charcadet
963	13	-0.3873	0.1936	-0.5809	never	Wishiwashi
