trainer_id	name	trainer_class	role	location	mode	cap_index	cap_name	level_cap	is_level_scaled	boss_key	party_size	roster	roster_species	max_level	min_level	offensive_types	mean_base_speed	fastest_member	slowest_member	shared_weaknesses	team_resisted_by	strategy_notes	source_record	confidence	notes
120	Lass Miriam	NA	route	Mt. Moon 1F	normal	1	Archer-1	22	FALSE	1|Mt. Moon 1F|Lass Miriam	2	Applin:14:14:Bulletproof:NONE:Naive:5/5/5/5/5/5:0/0/0/0/0/0:Dragon Breath,Mega Drain,Withdraw,Astonish|Audino:15:15:UNK:NONE:Adamant:5/5/5/5/5/5:0/0/0/0/0/0:Moonblast,Wish,Double-Edge,Simple Beam	Applin,Audino	15	14	Normal,Ghost,Grass,Dragon,Fairy	35.0	Audino	Applin	NONE	NONE	2 slots, levels 14-15. Offense covers 5 types. No weakness shared by half the team. Speed spans 20-50 base, fastest Audino, slowest Applin.	data.js:trainers[120].normal	Measured	derived: team analysis; strategy_notes Inferred
120	Lass Miriam	NA	route	Mt. Moon 1F	hardcore	1	Archer-1	22	FALSE	1|Mt. Moon 1F|Lass Miriam	2	Applin:14:14:Bulletproof:NONE:Naive:5/5/5/5/5/5:0/0/0/0/0/0:Dragon Breath,Mega Drain,Withdraw,Astonish|Audino:15:15:UNK:NONE:Adamant:5/5/5/5/5/5:0/0/0/0/0/0:Moonblast,Wish,Double-Edge,Simple Beam	Applin,Audino	15	14	Normal,Ghost,Grass,Dragon,Fairy	35.0	Audino	Applin	NONE	NONE	2 slots, levels 14-15. Offense covers 5 types. No weakness shared by half the team. Speed spans 20-50 base, fastest Audino, slowest Applin.	data.js:trainers[120].hardcore	Measured	derived: team analysis; strategy_notes Inferred
121	Lass Iris	NA	route	Mt. Moon 1F	normal	1	Archer-1	22	FALSE	1|Mt. Moon 1F|Lass Iris	1	Tinkatink:16:16:UNK:NONE:Relaxed:5/5/5/5/5/5:0/0/0/0/0/0:Knock Off,Skitter Smack,Flatter,Fake Out	Tinkatink	16	16	Normal,Bug,Dark	58.0	Tinkatink	Tinkatink	NONE	NONE	1 slots, levels 16-16. Offense covers 3 types. No weakness shared by half the team. Speed spans 58-58 base, fastest Tinkatink, slowest Tinkatink.	data.js:trainers[121].normal	Measured	derived: team analysis; strategy_notes Inferred
121	Lass Iris	NA	route	Mt. Moon 1F	hardcore	1	Archer-1	22	FALSE	1|Mt. Moon 1F|Lass Iris	1	Tinkatink:16:16:UNK:NONE:Relaxed:5/5/5/5/5/5:0/0/0/0/0/0:Knock Off,Skitter Smack,Flatter,Fake Out	Tinkatink	16	16	Normal,Bug,Dark	58.0	Tinkatink	Tinkatink	NONE	NONE	1 slots, levels 16-16. Offense covers 3 types. No weakness shared by half the team. Speed spans 58-58 base, fastest Tinkatink, slowest Tinkatink.	data.js:trainers[121].hardcore	Measured	derived: team analysis; strategy_notes Inferred
122	Lass Reli	NA	route	Route 24	normal	2	Misty	27	TRUE	2|Route 24|Lass Reli	3	Greedent:25:101:Gluttony:Sitrus Berry:Bashful:31/31/31/31/31/31:0/0/0/0/0/0:Stomping Tantrum,Facade,Seed Bomb,Thunder Fang|Togetic:24:104:Hustle:Sitrus Berry:Bashful:31/31/31/31/31/31:0/0/0/0/0/0:Air Slash,Thunder Wave,Drain Kiss,Magical Leaf|Clamperl:25:101:Hydration:Deep Sea Tooth:Modest:31/31/31/31/31/31:0/0/0/0/0/0:Water Pulse,Icy Wind,Rest,Sleep Talk	Greedent,Togetic,Clamperl	25	24	Normal,Flying,Ground,Water,Grass,Electric,Ice,Fairy	30.7	Togetic	Greedent	Electric	NONE	3 slots, levels 24-25. Offense covers 8 types. Shared weakness: Electric. Speed spans 20-40 base, fastest Togetic, slowest Greedent. LEVEL-SCALED: rescales to the player, excluded from scoring.	data.js:trainers[122].normal	Measured	derived: team analysis; strategy_notes Inferred
122	Lass Reli	NA	route	Route 24	hardcore	2	Misty	27	TRUE	2|Route 24|Lass Reli	3	Greedent:25:101:Gluttony:Sitrus Berry:Bashful:31/31/31/31/31/31:0/0/0/0/0/0:Stomping Tantrum,Facade,Seed Bomb,Swords Dance|Togetic:24:104:Hustle:Eviolite:Bashful:31/31/31/31/31/31:0/0/0/0/0/0:Air Slash,Thunder Wave,Drain Kiss,Magical Leaf|Clamperl:25:101:Hydration:Deep Sea Tooth:Modest:31/31/31/31/31/31:0/0/0/0/0/0:Water Pulse,Icy Wind,Rest,Sleep Talk	Greedent,Togetic,Clamperl	25	24	Normal,Flying,Ground,Water,Grass,Ice,Fairy	30.7	Togetic	Greedent	Electric	NONE	3 slots, levels 24-25. Offense covers 7 types. Shared weakness: Electric. Speed spans 20-40 base, fastest Togetic, slowest Greedent. LEVEL-SCALED: rescales to the player, excluded from scoring.	data.js:trainers[122].hardcore	Measured	derived: team analysis; strategy_notes Inferred
123	Lass Ali	NA	route	Route 24	normal	2	Misty	27	TRUE	2|Route 24|Lass Ali	3	Jigglypuff:26:102:Friend Guard:Eviolite:Bold:31/31/31/31/31/31:0/0/0/0/0/0:Round,Drain Kiss,Incinerate,Icy Wind|Amaura:25:101:Snow Warning:Chople Berry:Modest:31/31/31/31/31/31:0/0/0/0/0/0:Round,Ancient Power,Water Pulse,Mud Shot|Brionne:25:101:Liquid Voice:Sitrus Berry:Bashful:31/31/31/31/31/31:0/0/0/0/0/0:Round,Drain Kiss,Icy Wind,Aqua Jet	Jigglypuff,Amaura,Brionne	26	25	Normal,Ground,Rock,Fire,Water,Ice,Fairy	38.7	Brionne	Jigglypuff	Steel,Grass	NONE	3 slots, levels 25-26. Offense covers 7 types. Shared weakness: Steel, Grass. Speed spans 20-50 base, fastest Brionne, slowest Jigglypuff. LEVEL-SCALED: rescales to the player, excluded from scoring.	data.js:trainers[123].normal	Measured	derived: team analysis; strategy_notes Inferred
123	Lass Ali	NA	route	Route 24	hardcore	2	Misty	27	TRUE	2|Route 24|Lass Ali	3	Jigglypuff:26:102:Friend Guard:Eviolite:Bold:31/31/31/31/31/31:0/0/0/0/0/0:Round,Drain Kiss,Incinerate,Icy Wind|Amaura:25:101:Snow Warning:Chople Berry:Modest:31/31/31/31/31/31:0/0/0/0/0/0:Round,Ancient Power,Water Pulse,Mud Shot|Brionne:25:101:Liquid Voice:Sitrus Berry:Modest:31/31/31/31/31/31:0/0/0/0/0/0:Round,Drain Kiss,Icy Wind,Aqua Jet	Jigglypuff,Amaura,Brionne	26	25	Normal,Ground,Rock,Fire,Water,Ice,Fairy	38.7	Brionne	Jigglypuff	Steel,Grass	NONE	3 slots, levels 25-26. Offense covers 7 types. Shared weakness: Steel, Grass. Speed spans 20-50 base, fastest Brionne, slowest Jigglypuff. LEVEL-SCALED: rescales to the player, excluded from scoring.	data.js:trainers[123].hardcore	Measured	derived: team analysis; strategy_notes Inferred
124	Ace Trainer Runan	NA	boss_candidate	Pokemon Tower 9F	normal	17	Post-Game	100	TRUE	17|Pokemon Tower 9F|Ace Trainer Runan	6	Krookodile:100:103:Anger Point:Assault Vest:Jolly:31/31/31/31/31/31:0/252/4/0/0/252:High Horsepower,Stone Edge,Close Combat,Wicked Blow|Enamorus:100:103:Contrary:Focus Sash:Hasty:31/31/31/31/31/31:0/4/0/252/0/252:Fleur Cannon,Psychic,Superpower,Mystical Fire|Salamence:100:103:Moxie:Salamencite:Naive:31/31/31/31/31/31:0/252/0/4/0/252:Double-Edge,Dragon Rush,Hyper Voice,Fire Blast|Aegislash-Shield:100:103:UNK:Ghostium Z:Quiet:31/31/31/31/31/31:252/4/0/252/0/0:King's Shield,Shadow Ball,Flash Cannon,Sacred Sword|Victini:100:103:UNK:White Herb:Hasty:31/31/31/31/31/31:0/252/0/4/0/252:V-create,Bolt Strike,Glaciate,Zen Headbutt|Keldeo:100:103:Sharpness:Water Gem:Timid:31/31/31/31/31/31:0/0/4/252/0/252:Hydro Pump,Sacred Sword,Icy Wind,Protect	Krookodile,Enamorus,Salamence,Aegislash-Shield,Victini,Keldeo	100	100	Normal,Fighting,Ground,Rock,Ghost,Steel,Fire,Water,Electric,Psychic,Ice,Dragon,Dark,Fairy	94.3	Keldeo	Aegislash-Shield	Ice,Fairy,Rock	NONE	6 slots, levels 100-100. Offense covers 14 types. Shared weakness: Ice, Fairy, Rock. Speed spans 60-108 base, fastest Keldeo, slowest Aegislash-Shield. LEVEL-SCALED: rescales to the player, excluded from scoring.	data.js:trainers[124].normal	Measured	derived: team analysis; strategy_notes Inferred
124	Ace Trainer Runan	NA	boss_candidate	Pokemon Tower 9F	hardcore	17	Post-Game	100	TRUE	17|Pokemon Tower 9F|Ace Trainer Runan	6	Krookodile:100:103:Anger Point:Assault Vest:Jolly:31/31/31/31/31/31:0/0/0/0/0/0:High Horsepower,Stone Edge,Close Combat,Wicked Blow|Enamorus:100:103:Contrary:Focus Sash:Hasty:31/31/31/31/31/31:0/0/0/0/0/0:Fleur Cannon,Psychic,Superpower,Mystical Fire|Salamence:100:103:Moxie:Salamencite:Naive:31/31/31/31/31/31:0/0/0/0/0/0:Double-Edge,Dragon Rush,Hyper Voice,Fire Blast|Aegislash-Shield:100:103:UNK:Ghostium Z:Quiet:31/31/31/31/31/31:0/0/0/0/0/0:King's Shield,Shadow Ball,Flash Cannon,Sacred Sword|Victini:100:103:UNK:White Herb:Hasty:31/31/31/31/31/31:0/0/0/0/0/0:V-create,Bolt Strike,Glaciate,Zen Headbutt|Keldeo:100:103:Sharpness:Water Gem:Timid:31/31/31/31/31/31:0/0/0/0/0/0:Hydro Pump,Sacred Sword,Icy Wind,Protect	Krookodile,Enamorus,Salamence,Aegislash-Shield,Victini,Keldeo	100	100	Normal,Fighting,Ground,Rock,Ghost,Steel,Fire,Water,Electric,Psychic,Ice,Dragon,Dark,Fairy	94.3	Keldeo	Aegislash-Shield	Ice,Fairy,Rock	NONE	6 slots, levels 100-100. Offense covers 14 types. Shared weakness: Ice, Fairy, Rock. Speed spans 60-108 base, fastest Keldeo, slowest Aegislash-Shield. LEVEL-SCALED: rescales to the player, excluded from scoring.	data.js:trainers[124].hardcore	Measured	derived: team analysis; strategy_notes Inferred
125	Lass Haley	NA	route	Route 25	normal	2	Misty	27	FALSE	2|Route 25|Lass Haley	3	Illumise:19:19:Prankster:NONE:Calm:5/5/5/5/5/5:0/0/0/0/0/0:Infestation,Double-Edge,Play Rough,Zen Headbutt|Tandemaus:19:19:Run Away:NONE:Hasty:5/5/5/5/5/5:0/0/0/0/0/0:Tidy Up,Beat Up,Population Bomb,Copycat|Audino:18:18:UNK:NONE:Bold:5/5/5/5/5/5:0/0/0/0/0/0:Moonblast,Wish,Double-Edge,Simple Beam	Illumise,Tandemaus,Audino	19	18	Normal,Bug,Psychic,Dark,Fairy	75.0	Illumise	Audino	Fighting	NONE	3 slots, levels 18-19. Offense covers 5 types. Shared weakness: Fighting. Speed spans 50-100 base, fastest Illumise, slowest Audino.	data.js:trainers[125].normal	Measured	derived: team analysis; strategy_notes Inferred
125	Lass Haley	NA	route	Route 25	hardcore	2	Misty	27	FALSE	2|Route 25|Lass Haley	3	Illumise:19:19:Prankster:NONE:Calm:5/5/5/5/5/5:0/0/0/0/0/0:Infestation,Double-Edge,Play Rough,Zen Headbutt|Tandemaus:19:19:Run Away:NONE:Hasty:5/5/5/5/5/5:0/0/0/0/0/0:Tidy Up,Beat Up,Population Bomb,Copycat|Audino:18:18:UNK:NONE:Bold:5/5/5/5/5/5:0/0/0/0/0/0:Moonblast,Wish,Double-Edge,Simple Beam	Illumise,Tandemaus,Audino	19	18	Normal,Bug,Psychic,Dark,Fairy	75.0	Illumise	Audino	Fighting	NONE	3 slots, levels 18-19. Offense covers 5 types. Shared weakness: Fighting. Speed spans 50-100 base, fastest Illumise, slowest Audino.	data.js:trainers[125].hardcore	Measured	derived: team analysis; strategy_notes Inferred
126	Lass Ann	NA	route	S.S. Anne 1F	normal	2	Misty	27	TRUE	2|S.S. Anne 1F|Lass Ann	2	Dewott:27:103:Torrent:Eviolite:Bashful:31/30/31/30/31/31:0/0/0/0/0/0:Water Pledge,Flash Cannon,Ice Beam,Hidden Power|Simisear:27:103:Sage Power:Charcoal:Naive:31/30/30/31/31/31:0/0/0/0/0/0:Fire Pledge,Low Kick,Grass Knot,Hidden Power	Dewott,Simisear	27	27	Normal,Fighting,Steel,Fire,Water,Grass,Ice	80.5	Simisear	Dewott	NONE	NONE	2 slots, levels 27-27. Offense covers 7 types. No weakness shared by half the team. Speed spans 60-101 base, fastest Simisear, slowest Dewott. LEVEL-SCALED: rescales to the player, excluded from scoring.	data.js:trainers[126].normal	Measured	derived: team analysis; strategy_notes Inferred
126	Lass Ann	NA	route	S.S. Anne 1F	hardcore	2	Misty	27	TRUE	2|S.S. Anne 1F|Lass Ann	2	Samurott:27:103:Torrent:Lum Berry:Bashful:31/30/31/30/31/31:0/0/0/0/0/0:Water Pledge,Flash Cannon,Ice Beam,Hidden Power|Simisear:27:103:Sage Power:Choice Scarf:Timid:31/30/30/31/31/31:0/0/0/0/0/0:Fire Pledge,Focus Blast,Grass Knot,Hidden Power	Samurott,Simisear	27	27	Normal,Fighting,Steel,Fire,Water,Grass,Ice	95.5	Simisear	Samurott	Ground	NONE	2 slots, levels 27-27. Offense covers 7 types. Shared weakness: Ground. Speed spans 90-101 base, fastest Simisear, slowest Samurott. LEVEL-SCALED: rescales to the player, excluded from scoring.	data.js:trainers[126].hardcore	Measured	derived: team analysis; strategy_notes Inferred
127	Lass Dawn	NA	route	S.S. Anne 2F Room 4	normal	2	Misty	27	FALSE	2|S.S. Anne 2F Room 4|Lass Dawn	2	Kirlia:27:27:Telepathy:NONE:Rash:5/5/5/5/5/5:0/0/0/0/0/0:Calm Mind,Dream Eater,Hypnosis,Charm|Morpeko:28:28:UNK:NONE:Lax:5/5/5/5/5/5:0/0/0/0/0/0:Zippy Zap,Thrash,Aura Wheel,Crunch	Kirlia,Morpeko	28	27	Normal,Electric,Psychic,Dark	73.5	Morpeko	Kirlia	NONE	NONE	2 slots, levels 27-28. Offense covers 4 types. No weakness shared by half the team. Speed spans 50-97 base, fastest Morpeko, slowest Kirlia.	data.js:trainers[127].normal	Measured	derived: team analysis; strategy_notes Inferred
127	Lass Dawn	NA	route	S.S. Anne 2F Room 4	hardcore	2	Misty	27	FALSE	2|S.S. Anne 2F Room 4|Lass Dawn	2	Kirlia:27:27:Telepathy:NONE:Rash:5/5/5/5/5/5:0/0/0/0/0/0:Calm Mind,Dream Eater,Hypnosis,Charm|Morpeko:28:28:UNK:NONE:Lax:5/5/5/5/5/5:0/0/0/0/0/0:Zippy Zap,Thrash,Aura Wheel,Crunch	Kirlia,Morpeko	28	27	Normal,Electric,Psychic,Dark	73.5	Morpeko	Kirlia	NONE	NONE	2 slots, levels 27-28. Offense covers 4 types. No weakness shared by half the team. Speed spans 50-97 base, fastest Morpeko, slowest Kirlia.	data.js:trainers[127].hardcore	Measured	derived: team analysis; strategy_notes Inferred
128	Lass Paige	NA	route	Route 8	normal	3	Surge	34	FALSE	3|Route 8|Lass Paige	2	Nidoran-F:37:37:Hustle:NONE:Serious:5/5/5/5/5/5:0/0/0/0/0/0:Poison Fang,Captivate,Crunch,Flatter|Lopunny:36:36:Cute Charm:NONE:Calm:5/5/5/5/5/5:0/0/0/0/0/0:Double-Edge,High Jump Kick,Entrainment,Charm	Nidoran-F,Lopunny	37	36	Normal,Fighting,Poison,Dark	73.0	Lopunny	Nidoran-F	Psychic	NONE	2 slots, levels 36-37. Offense covers 4 types. Shared weakness: Psychic. Speed spans 41-105 base, fastest Lopunny, slowest Nidoran-F.	data.js:trainers[128].normal	Measured	derived: team analysis; strategy_notes Inferred
128	Lass Paige	NA	route	Route 8	hardcore	3	Surge	34	FALSE	3|Route 8|Lass Paige	2	Nidoran-F:37:37:Hustle:NONE:Serious:5/5/5/5/5/5:0/0/0/0/0/0:Poison Fang,Captivate,Crunch,Flatter|Lopunny:36:36:Cute Charm:NONE:Calm:5/5/5/5/5/5:0/0/0/0/0/0:Double-Edge,High Jump Kick,Entrainment,Charm	Nidoran-F,Lopunny	37	36	Normal,Fighting,Poison,Dark	73.0	Lopunny	Nidoran-F	Psychic	NONE	2 slots, levels 36-37. Offense covers 4 types. Shared weakness: Psychic. Speed spans 41-105 base, fastest Lopunny, slowest Nidoran-F.	data.js:trainers[128].hardcore	Measured	derived: team analysis; strategy_notes Inferred
129	Lass Andrea	NA	route	Route 8	normal	3	Surge	34	FALSE	3|Route 8|Lass Andrea	3	Meowth:36:36:Feline Prowess:NONE:Modest:5/5/5/5/5/5:0/0/0/0/0/0:Feint,Night Slash,Captivate,Assurance|Meowth-Alola:36:36:Feline Prowess:NONE:Naughty:5/5/5/5/5/5:0/0/0/0/0/0:Dark Pulse,Feint,Night Slash,Captivate|Cutiefly:37:37:Sweet Veil:NONE:Naive:5/5/5/5/5/5:0/0/0/0/0/0:Quiver Dance,Aromatherapy,Dazzling Gleam,Bug Buzz	Meowth,Meowth-Alola,Cutiefly	37	36	Normal,Bug,Dark,Fairy	88.0	Meowth	Cutiefly	Fighting	NONE	3 slots, levels 36-37. Offense covers 4 types. Shared weakness: Fighting. Speed spans 84-90 base, fastest Meowth, slowest Cutiefly.	data.js:trainers[129].normal	Measured	derived: team analysis; strategy_notes Inferred
129	Lass Andrea	NA	route	Route 8	hardcore	3	Surge	34	FALSE	3|Route 8|Lass Andrea	3	Meowth:36:36:Feline Prowess:NONE:Modest:5/5/5/5/5/5:0/0/0/0/0/0:Feint,Night Slash,Captivate,Assurance|Meowth-Alola:36:36:Feline Prowess:NONE:Naughty:5/5/5/5/5/5:0/0/0/0/0/0:Dark Pulse,Feint,Night Slash,Captivate|Cutiefly:37:37:Sweet Veil:NONE:Naive:5/5/5/5/5/5:0/0/0/0/0/0:Quiver Dance,Aromatherapy,Dazzling Gleam,Bug Buzz	Meowth,Meowth-Alola,Cutiefly	37	36	Normal,Bug,Dark,Fairy	88.0	Meowth	Cutiefly	Fighting	NONE	3 slots, levels 36-37. Offense covers 4 types. Shared weakness: Fighting. Speed spans 84-90 base, fastest Meowth, slowest Cutiefly.	data.js:trainers[129].hardcore	Measured	derived: team analysis; strategy_notes Inferred
130	Lass Megan	NA	boss_candidate	Route 8	normal	3	Surge	34	FALSE	3|Route 8|Lass Megan	5	Magby:35:35:Insomnia:NONE:Lonely:5/5/5/5/5/5:0/0/0/0/0/0:Fire Blast,Flamethrower,Sunny Day,Lava Plume|Smoochum:35:35:Oblivious:NONE:Impish:5/5/5/5/5/5:0/0/0/0/0/0:Blizzard,Perish Song,Copycat,Psychic|Comfey:35:35:Natural Cure:NONE:Naughty:5/5/5/5/5/5:0/0/0/0/0/0:Sparkly Swirl,Play Rough,Grassy Terrain,Aromatherapy|Elekid:36:36:Static:NONE:Lonely:5/5/5/5/5/5:0/0/0/0/0/0:Thunder,Thunderbolt,Screech,Discharge|Kirlia:35:35:Telepathy:NONE:Bold:5/5/5/5/5/5:0/0/0/0/0/0:Calm Mind,Dream Eater,Hypnosis,Charm	Magby,Smoochum,Comfey,Elekid,Kirlia	36	35	Fire,Electric,Psychic,Ice,Fairy	78.6	Comfey	Kirlia	Steel	NONE	5 slots, levels 35-36. Offense covers 5 types. Shared weakness: Steel. Speed spans 50-100 base, fastest Comfey, slowest Kirlia.	data.js:trainers[130].normal	Measured	derived: team analysis; strategy_notes Inferred
130	Lass Megan	NA	boss_candidate	Route 8	hardcore	3	Surge	34	FALSE	3|Route 8|Lass Megan	5	Magby:35:35:Insomnia:NONE:Lonely:5/5/5/5/5/5:0/0/0/0/0/0:Fire Blast,Flamethrower,Sunny Day,Lava Plume|Smoochum:35:35:Oblivious:NONE:Impish:5/5/5/5/5/5:0/0/0/0/0/0:Blizzard,Perish Song,Copycat,Psychic|Comfey:35:35:Natural Cure:NONE:Naughty:5/5/5/5/5/5:0/0/0/0/0/0:Sparkly Swirl,Play Rough,Grassy Terrain,Aromatherapy|Elekid:36:36:Static:NONE:Lonely:5/5/5/5/5/5:0/0/0/0/0/0:Thunder,Thunderbolt,Screech,Discharge|Kirlia:35:35:Telepathy:NONE:Bold:5/5/5/5/5/5:0/0/0/0/0/0:Calm Mind,Dream Eater,Hypnosis,Charm	Magby,Smoochum,Comfey,Elekid,Kirlia	36	35	Fire,Electric,Psychic,Ice,Fairy	78.6	Comfey	Kirlia	Steel	NONE	5 slots, levels 35-36. Offense covers 5 types. Shared weakness: Steel. Speed spans 50-100 base, fastest Comfey, slowest Kirlia.	data.js:trainers[130].hardcore	Measured	derived: team analysis; strategy_notes Inferred
131	Lass Julia	NA	route	Route 8	normal	3	Surge	34	FALSE	3|Route 8|Lass Julia	2	Clefairy:35:35:Friend Guard:NONE:Docile:5/5/5/5/5/5:0/0/0/0/0/0:After You,Healing Wish,Meteor Mash,Gravity|Munna:34:34:Synchronize:NONE:Hasty:5/5/5/5/5/5:0/0/0/0/0/0:Stored Power,Dream Eater,Psychic,Calm Mind	Clefairy,Munna	35	34	Steel,Psychic	29.5	Clefairy	Munna	NONE	Steel	2 slots, levels 34-35. Offense covers 2 types. No weakness shared by half the team. A pure Steel type resists everything it carries. Speed spans 24-35 base, fastest Clefairy, slowest Munna.	data.js:trainers[131].normal	Measured	derived: team analysis; strategy_notes Inferred
131	Lass Julia	NA	route	Route 8	hardcore	3	Surge	34	FALSE	3|Route 8|Lass Julia	2	Clefairy:35:35:Friend Guard:NONE:Docile:5/5/5/5/5/5:0/0/0/0/0/0:After You,Healing Wish,Meteor Mash,Gravity|Munna:34:34:Synchronize:NONE:Hasty:5/5/5/5/5/5:0/0/0/0/0/0:Stored Power,Dream Eater,Psychic,Calm Mind	Clefairy,Munna	35	34	Steel,Psychic	29.5	Clefairy	Munna	NONE	Steel	2 slots, levels 34-35. Offense covers 2 types. No weakness shared by half the team. A pure Steel type resists everything it carries. Speed spans 24-35 base, fastest Clefairy, slowest Munna.	data.js:trainers[131].hardcore	Measured	derived: team analysis; strategy_notes Inferred
132	Lass Kay	NA	route	Celadon City Gym	normal	4	Erika	44	FALSE	4|Celadon City Gym|Lass Kay	2	Nuzleaf:38:38:Infiltrator:NONE:Adamant:5/5/5/5/5/5:0/0/0/0/0/0:Extrasensory,Swagger,Leaf Blade,Night Slash|Pumpkaboo:38:38:Pickup:NONE:Jolly:5/5/5/5/5/5:0/0/0/0/0/0:Giga Drain,Pain Split,Hex,Shadow Ball	Nuzleaf,Pumpkaboo	38	38	Normal,Ghost,Grass,Psychic,Dark	58.0	Nuzleaf	Pumpkaboo	Flying,Fire,Ice	NONE	2 slots, levels 38-38. Offense covers 5 types. Shared weakness: Flying, Fire, Ice. Speed spans 56-60 base, fastest Nuzleaf, slowest Pumpkaboo.	data.js:trainers[132].normal	Measured	derived: team analysis; strategy_notes Inferred
132	Lass Kay	NA	route	Celadon City Gym	hardcore	4	Erika	44	FALSE	4|Celadon City Gym|Lass Kay	2	Nuzleaf:38:38:Infiltrator:NONE:Adamant:5/5/5/5/5/5:0/0/0/0/0/0:Extrasensory,Swagger,Leaf Blade,Night Slash|Pumpkaboo:38:38:Pickup:NONE:Jolly:5/5/5/5/5/5:0/0/0/0/0/0:Giga Drain,Pain Split,Hex,Shadow Ball	Nuzleaf,Pumpkaboo	38	38	Normal,Ghost,Grass,Psychic,Dark	58.0	Nuzleaf	Pumpkaboo	Flying,Fire,Ice	NONE	2 slots, levels 38-38. Offense covers 5 types. Shared weakness: Flying, Fire, Ice. Speed spans 56-60 base, fastest Nuzleaf, slowest Pumpkaboo.	data.js:trainers[132].hardcore	Measured	derived: team analysis; strategy_notes Inferred
133	Lass Lisa	NA	route	Celadon City Gym	normal	4	Erika	44	FALSE	4|Celadon City Gym|Lass Lisa	2	Arboliva:39:39:Harvest:NONE:Brave:5/5/5/5/5/5:0/0/0/0/0/0:Encore,Petal Dance,Terrain Pulse,Leech Seed|Tangela:38:38:Regenerator:NONE:Jolly:5/5/5/5/5/5:0/0/0/0/0/0:Power Whip,Grassy Terrain,Wring Out,Tickle	Arboliva,Tangela	39	38	Normal,Grass	49.5	Tangela	Arboliva	Flying,Poison,Bug,Fire,Ice	Steel	2 slots, levels 38-39. Offense covers 2 types. Shared weakness: Flying, Poison, Bug, Fire, Ice. A pure Steel type resists everything it carries. Speed spans 39-60 base, fastest Tangela, slowest Arboliva.	data.js:trainers[133].normal	Measured	derived: team analysis; strategy_notes Inferred
133	Lass Lisa	NA	route	Celadon City Gym	hardcore	4	Erika	44	FALSE	4|Celadon City Gym|Lass Lisa	2	Arboliva:39:39:Harvest:NONE:Brave:5/5/5/5/5/5:0/0/0/0/0/0:Encore,Petal Dance,Terrain Pulse,Leech Seed|Tangela:38:38:Regenerator:NONE:Jolly:5/5/5/5/5/5:0/0/0/0/0/0:Power Whip,Grassy Terrain,Wring Out,Tickle	Arboliva,Tangela	39	38	Normal,Grass	49.5	Tangela	Arboliva	Flying,Poison,Bug,Fire,Ice	Steel	2 slots, levels 38-39. Offense covers 2 types. Shared weakness: Flying, Poison, Bug, Fire, Ice. A pure Steel type resists everything it carries. Speed spans 39-60 base, fastest Tangela, slowest Arboliva.	data.js:trainers[133].hardcore	Measured	derived: team analysis; strategy_notes Inferred
134	Sailor Edmond	NA	route	S.S. Anne 2F	normal	2	Misty	27	TRUE	2|S.S. Anne 2F|Sailor Edmond	3	Lileep:27:103:Storm Drain:Eviolite:Modest:31/30/31/30/31/30:0/0/0/0/0/0:Ancient Power,Giga Drain,Earth Power,Hidden Power|Lumineon:25:101:Dazzling:NONE:Timid:31/30/31/30/31/31:0/0/0/0/0/0:Scald,Ice Beam,Hidden Power,Flip Turn|Tatsugiri:24:104:Storm Drain:Sitrus Berry:Modest:31/31/31/31/31/31:0/0/0/0/0/0:Scald,Dragon Pulse,Rapid Spin,Icy Wind	Lileep,Lumineon,Tatsugiri	27	24	Normal,Ground,Rock,Water,Grass,Ice,Dragon	68.7	Lumineon	Lileep	NONE	NONE	3 slots, levels 24-27. Offense covers 7 types. No weakness shared by half the team. Speed spans 23-101 base, fastest Lumineon, slowest Lileep. LEVEL-SCALED: rescales to the player, excluded from scoring.	data.js:trainers[134].normal	Measured	derived: team analysis; strategy_notes Inferred
134	Sailor Edmond	NA	route	S.S. Anne 2F	hardcore	2	Misty	27	TRUE	2|S.S. Anne 2F|Sailor Edmond	3	Cradily:25:101:Storm Drain:Assault Vest:Modest:31/30/31/30/31/30:0/0/0/0/0/0:Power Gem,Giga Drain,Earth Power,Hidden Power|Lumineon:27:103:Dazzling:Mystic Water:Timid:31/30/31/30/31/31:0/0/0/0/0/0:Hydro Pump,Ice Beam,Hidden Power,Flip Turn|Tatsugiri:26:102:Storm Drain:Assault Vest:Calm:31/30/31/30/31/31:0/0/0/0/0/0:Scald,Dragon Pulse,Hidden Power,Icy Wind	Cradily,Lumineon,Tatsugiri	27	25	Normal,Ground,Rock,Water,Grass,Ice,Dragon	75.3	Lumineon	Cradily	NONE	NONE	3 slots, levels 25-27. Offense covers 7 types. No weakness shared by half the team. Speed spans 43-101 base, fastest Lumineon, slowest Cradily. LEVEL-SCALED: rescales to the player, excluded from scoring.	data.js:trainers[134].hardcore	Measured	derived: team analysis; strategy_notes Inferred
