entity_type	entity_name	internal_id	location	region	acquisition_method	cost	currency	quantity	prerequisites	earliest_gate	earliest_gate_name	mode_availability	encounter_rate	level_min	level_max	slot_index	star_tier	tm_number	resolved_move	raid_drops	missable	missable_reason	source_record	confidence	notes
item_care_package	Poison Barb	211	Route 2	Kanto	item-cheat	NA	NA	10	NA	0	Brock	UNK	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	single placement	data.js:areas[Route 2].item-cheat[0]	Asserted	care-package item, delivered by code not exploration quantity from the official item sheet
item_care_package	Never-Melt Ice	212	Route 2	Kanto	item-cheat	NA	NA	10	NA	0	Brock	UNK	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	single placement	data.js:areas[Route 2].item-cheat[0]	Asserted	care-package item, delivered by code not exploration quantity from the official item sheet
item_care_package	Spell Tag	213	Route 2	Kanto	item-cheat	NA	NA	10	NA	0	Brock	UNK	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	single placement	data.js:areas[Route 2].item-cheat[0]	Asserted	care-package item, delivered by code not exploration quantity from the official item sheet
item_care_package	Twisted Spoon	214	Route 2	Kanto	item-cheat	NA	NA	10	NA	0	Brock	UNK	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	single placement	data.js:areas[Route 2].item-cheat[0]	Asserted	care-package item, delivered by code not exploration quantity from the official item sheet
item_care_package	Shell Bell	219	Route 2	Kanto	item-cheat	NA	NA	10	NA	0	Brock	UNK	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	single placement	data.js:areas[Route 2].item-cheat[0]	Asserted	care-package item, delivered by code not exploration quantity from the official item sheet
item_care_package	Quick Ball	242	Route 2	Kanto	item-cheat	NA	NA	153	NA	0	Brock	UNK	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	single placement	data.js:areas[Route 2].item-cheat[0]	Asserted	care-package item, delivered by code not exploration quantity from the official item sheet
item_care_package	Occa Berry	446	Route 2	Kanto	item-cheat	NA	NA	10	NA	0	Brock	UNK	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	single placement	data.js:areas[Route 2].item-cheat[0]	Asserted	care-package item, delivered by code not exploration quantity from the official item sheet
item_care_package	Passho Berry	447	Route 2	Kanto	item-cheat	NA	NA	10	NA	0	Brock	UNK	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	single placement	data.js:areas[Route 2].item-cheat[0]	Asserted	care-package item, delivered by code not exploration quantity from the official item sheet
item_care_package	Rindo Berry	449	Route 2	Kanto	item-cheat	NA	NA	10	NA	0	Brock	UNK	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	single placement	data.js:areas[Route 2].item-cheat[0]	Asserted	care-package item, delivered by code not exploration quantity from the official item sheet
item_care_package	Yache Berry	450	Route 2	Kanto	item-cheat	NA	NA	10	NA	0	Brock	UNK	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	single placement	data.js:areas[Route 2].item-cheat[0]	Asserted	care-package item, delivered by code not exploration quantity from the official item sheet
item_care_package	Kebia Berry	452	Route 2	Kanto	item-cheat	NA	NA	10	NA	0	Brock	UNK	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	single placement	data.js:areas[Route 2].item-cheat[0]	Asserted	care-package item, delivered by code not exploration quantity from the official item sheet
item_care_package	Coba Berry	454	Route 2	Kanto	item-cheat	NA	NA	10	NA	0	Brock	UNK	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	single placement	data.js:areas[Route 2].item-cheat[0]	Asserted	care-package item, delivered by code not exploration quantity from the official item sheet
item_care_package	Payapa Berry	455	Route 2	Kanto	item-cheat	NA	NA	10	NA	0	Brock	UNK	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	single placement	data.js:areas[Route 2].item-cheat[0]	Asserted	care-package item, delivered by code not exploration quantity from the official item sheet
item_care_package	Charti Berry	457	Route 2	Kanto	item-cheat	NA	NA	10	NA	0	Brock	UNK	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	single placement	data.js:areas[Route 2].item-cheat[0]	Asserted	care-package item, delivered by code not exploration quantity from the official item sheet
item_care_package	Chilan Berry	462	Route 2	Kanto	item-cheat	NA	NA	10	NA	0	Brock	UNK	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	single placement	data.js:areas[Route 2].item-cheat[0]	Asserted	care-package item, delivered by code not exploration quantity from the official item sheet
item_care_package	Pixie Plate	506	Route 2	Kanto	item-cheat	NA	NA	10	NA	0	Brock	UNK	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	single placement	data.js:areas[Route 2].item-cheat[0]	Asserted	care-package item, delivered by code not exploration quantity from the official item sheet
item_care_package	Absorb Bulb	707	Route 2	Kanto	item-cheat	NA	NA	10	NA	0	Brock	UNK	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	single placement	data.js:areas[Route 2].item-cheat[0]	Asserted	care-package item, delivered by code not exploration quantity from the official item sheet
raid_den	Pinsir	127	Route 2	Kanto	raid1	NA	NA	REPEATABLE	Wishing Piece to re-activate a spent den	0	Brock	UNK	NA	NA	NA	NA	1	NA	NA	Quick Ball,Ultra Ball,Stardust,Yellow Shard,Star Piece,Nugget,Wishing Piece,Leppa Berry,Dream Ball,PP Up,Lucky Egg,Lucky Egg	FALSE	NA	data.js:areas[Route 2].raid1[0]	Measured	NONE
raid_den	Koffing	109	Route 2	Kanto	raid1	NA	NA	REPEATABLE	Wishing Piece to re-activate a spent den	0	Brock	UNK	NA	NA	NA	NA	1	NA	NA	Quick Ball,Ultra Ball,Stardust,Yellow Shard,Star Piece,Nugget,Wishing Piece,Leppa Berry,Dream Ball,PP Up,Lucky Egg,Lucky Egg	FALSE	NA	data.js:areas[Route 2].raid1[0]	Measured	NONE
raid_den	Impidimp	1151	Route 2	Kanto	raid1	NA	NA	REPEATABLE	Wishing Piece to re-activate a spent den	0	Brock	UNK	NA	NA	NA	NA	1	NA	NA	Quick Ball,Ultra Ball,Stardust,Yellow Shard,Star Piece,Nugget,Wishing Piece,Leppa Berry,Dream Ball,PP Up,Lucky Egg,Lucky Egg	FALSE	NA	data.js:areas[Route 2].raid1[0]	Measured	NONE
raid_den	Shellos	711	Route 2	Kanto	raid1	NA	NA	REPEATABLE	Wishing Piece to re-activate a spent den	0	Brock	UNK	NA	NA	NA	NA	1	NA	NA	Quick Ball,Ultra Ball,Stardust,Yellow Shard,Star Piece,Nugget,Wishing Piece,Leppa Berry,Dream Ball,PP Up,Lucky Egg,Lucky Egg	FALSE	NA	data.js:areas[Route 2].raid1[0]	Measured	NONE
raid_den	Spritzee	790	Route 2	Kanto	raid1	NA	NA	REPEATABLE	Wishing Piece to re-activate a spent den	0	Brock	UNK	NA	NA	NA	NA	1	NA	NA	Quick Ball,Ultra Ball,Stardust,Yellow Shard,Star Piece,Nugget,Wishing Piece,Leppa Berry,Dream Ball,PP Up,Lucky Egg,Lucky Egg	FALSE	NA	data.js:areas[Route 2].raid1[0]	Measured	NONE
raid_den	Entei	244	Route 2	Kanto	raid4	NA	NA	REPEATABLE	Wishing Piece to re-activate a spent den	0	Brock	UNK	NA	NA	NA	NA	4	NA	NA	Star Piece,Nugget,Big Nugget,Occa Berry,Dream Patch,PP Up,PP Max,Salac Berry,Wishing Piece,Lucky Egg,Life Orb,Life Orb	FALSE	NA	data.js:areas[Route 2].raid4[0]	Measured	NONE
raid_den	Suicune	245	Route 2	Kanto	raid4	NA	NA	REPEATABLE	Wishing Piece to re-activate a spent den	0	Brock	UNK	NA	NA	NA	NA	4	NA	NA	Star Piece,Nugget,Big Nugget,Occa Berry,Dream Patch,PP Up,PP Max,Salac Berry,Wishing Piece,Lucky Egg,Life Orb,Life Orb	FALSE	NA	data.js:areas[Route 2].raid4[0]	Measured	NONE
raid_den	Raikou	243	Route 2	Kanto	raid4	NA	NA	REPEATABLE	Wishing Piece to re-activate a spent den	0	Brock	UNK	NA	NA	NA	NA	4	NA	NA	Star Piece,Nugget,Big Nugget,Occa Berry,Dream Patch,PP Up,PP Max,Salac Berry,Wishing Piece,Lucky Egg,Life Orb,Life Orb	FALSE	NA	data.js:areas[Route 2].raid4[0]	Measured	NONE
wild_encounter	Caterpie	10	Viridian Forest	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	20	4	6	0	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Weedle	13	Viridian Forest	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	20	4	6	1	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Pikachu	25	Viridian Forest	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	10	4	6	2	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Burmy	707	Viridian Forest	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	10	4	6	3	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Sewaddle	593	Viridian Forest	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	10	4	6	4	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Scatterbug	772	Viridian Forest	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	10	4	6	5	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Ledyba	165	Viridian Forest	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	5	4	6	6	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Surskit	311	Viridian Forest	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	5	4	6	7	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Shroomish	306	Viridian Forest	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	4	4	6	8	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Shroomish	306	Viridian Forest	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	4	4	6	9	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Joltik	648	Viridian Forest	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	1	5	7	10	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Joltik	648	Viridian Forest	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	1	4	6	11	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Spinarak	167	Viridian Forest	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	20	4	6	0	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Wurmple	290	Viridian Forest	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	20	4	6	1	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Pikachu	25	Viridian Forest	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	10	4	6	2	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Burmy	708	Viridian Forest	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	10	4	6	3	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Nincada	301	Viridian Forest	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	10	4	6	4	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Kricketot	454	Viridian Forest	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	10	4	6	5	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Ledyba	165	Viridian Forest	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	5	4	6	6	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Rellor	1318	Viridian Forest	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	5	4	6	7	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Toedscool	1198	Viridian Forest	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	4	4	6	8	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Toedscool	1198	Viridian Forest	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	4	4	6	9	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Snom	1164	Viridian Forest	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	1	4	6	10	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Snom	1164	Viridian Forest	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	1	4	6	11	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest].wild-night[0]	Measured	rate Asserted from the locations sheet
item_ground	Potion	13	Viridian Forest	Kanto	item-standard	NA	NA	10	NA	0	Brock	UNK	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	single placement	data.js:areas[Viridian Forest].item-standard[0]	Asserted	 quantity from the official item sheet
item_ground	Antidote	14	Viridian Forest	Kanto	item-standard	NA	NA	1	NA	0	Brock	UNK	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	single placement	data.js:areas[Viridian Forest].item-standard[0]	Measured	NONE
item_ground	Exp. Share	182	Viridian Forest	Kanto	item-standard	NA	NA	1	NA	0	Brock	UNK	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	single placement	data.js:areas[Viridian Forest].item-standard[0]	Measured	NONE
item_ground	Stat Scanner	362	Viridian Forest	Kanto	item-standard	NA	NA	1	NA	0	Brock	UNK	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	single placement	data.js:areas[Viridian Forest].item-standard[0]	Measured	NONE
item_hidden	Potion	13	Viridian Forest	Kanto	item-hidden	NA	NA	10	NA	0	Brock	UNK	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	single placement	data.js:areas[Viridian Forest].item-hidden[0]	Asserted	 quantity from the official item sheet
item_hidden	Antidote	14	Viridian Forest	Kanto	item-hidden	NA	NA	1	NA	0	Brock	UNK	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	single placement	data.js:areas[Viridian Forest].item-hidden[0]	Measured	NONE
item_care_package	Rawst Berry	136	Viridian Forest	Kanto	item-cheat	NA	NA	10	NA	0	Brock	UNK	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	single placement	data.js:areas[Viridian Forest].item-cheat[0]	Asserted	care-package item, delivered by code not exploration quantity from the official item sheet
item_care_package	Persim Berry	140	Viridian Forest	Kanto	item-cheat	NA	NA	10	NA	0	Brock	UNK	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	single placement	data.js:areas[Viridian Forest].item-cheat[0]	Asserted	care-package item, delivered by code not exploration quantity from the official item sheet
item_care_package	Miracle Seed	205	Viridian Forest	Kanto	item-cheat	NA	NA	10	NA	0	Brock	UNK	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	single placement	data.js:areas[Viridian Forest].item-cheat[0]	Asserted	care-package item, delivered by code not exploration quantity from the official item sheet
item_care_package	Black Glasses	206	Viridian Forest	Kanto	item-cheat	NA	NA	10	NA	0	Brock	UNK	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	single placement	data.js:areas[Viridian Forest].item-cheat[0]	Asserted	care-package item, delivered by code not exploration quantity from the official item sheet
item_care_package	Black Belt	207	Viridian Forest	Kanto	item-cheat	NA	NA	10	NA	0	Brock	UNK	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	single placement	data.js:areas[Viridian Forest].item-cheat[0]	Asserted	care-package item, delivered by code not exploration quantity from the official item sheet
item_care_package	Dragon Fang	216	Viridian Forest	Kanto	item-cheat	NA	NA	10	NA	0	Brock	UNK	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	single placement	data.js:areas[Viridian Forest].item-cheat[0]	Asserted	care-package item, delivered by code not exploration quantity from the official item sheet
item_care_package	Tanga Berry	456	Viridian Forest	Kanto	item-cheat	NA	NA	10	NA	0	Brock	UNK	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	single placement	data.js:areas[Viridian Forest].item-cheat[0]	Asserted	care-package item, delivered by code not exploration quantity from the official item sheet
item_care_package	Psychic Seed	721	Viridian Forest	Kanto	item-cheat	NA	NA	10	NA	0	Brock	UNK	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	single placement	data.js:areas[Viridian Forest].item-cheat[0]	Asserted	care-package item, delivered by code not exploration quantity from the official item sheet
tutor	tutor_slot_13	13	Viridian Forest	Kanto	tutor	UNK	money	REPEATABLE	NA	0	Brock	UNK	NA	NA	NA	NA	NA	NA	Bug Bite	NA	FALSE	NA	data.js:areas[Viridian Forest].tutors[0]	Measured	value is a tutorMoves slot index, not a move ID
wild_encounter	Caterpie	10	Viridian Forest Heart	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	20	4	6	0	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest Heart].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Weedle	13	Viridian Forest Heart	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	20	4	6	1	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest Heart].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Natu	177	Viridian Forest Heart	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	10	4	6	2	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest Heart].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Burmy	465	Viridian Forest Heart	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	10	4	6	3	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest Heart].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Combee	468	Viridian Forest Heart	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	10	4	6	4	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest Heart].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Kricketot	454	Viridian Forest Heart	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	10	4	6	5	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest Heart].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Slakoth	364	Viridian Forest Heart	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	5	4	6	6	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest Heart].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Grubbin	953	Viridian Forest Heart	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	5	4	6	7	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest Heart].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Bramblin	1351	Viridian Forest Heart	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	4	4	6	8	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest Heart].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Pumpkaboo	853	Viridian Forest Heart	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	4	4	6	9	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest Heart].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Nymble	1316	Viridian Forest Heart	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	1	5	7	10	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest Heart].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Nymble	1316	Viridian Forest Heart	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	1	4	6	11	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest Heart].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Tarountula	1314	Viridian Forest Heart	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	20	4	6	0	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest Heart].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Blipbug	1116	Viridian Forest Heart	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	20	4	6	1	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest Heart].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Chingling	486	Viridian Forest Heart	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	10	4	6	2	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest Heart].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Burmy	708	Viridian Forest Heart	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	10	4	6	3	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest Heart].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Nincada	301	Viridian Forest Heart	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	10	4	6	4	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest Heart].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Kricketot	454	Viridian Forest Heart	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	10	4	6	5	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest Heart].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Slakoth	364	Viridian Forest Heart	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	5	4	6	6	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest Heart].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Rellor	1318	Viridian Forest Heart	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	5	4	6	7	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest Heart].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Bramblin	1351	Viridian Forest Heart	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	4	4	6	8	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest Heart].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Phantump	816	Viridian Forest Heart	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	4	4	6	9	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest Heart].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Nymble	1316	Viridian Forest Heart	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	1	4	6	10	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest Heart].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Nymble	1316	Viridian Forest Heart	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	1	4	6	11	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian Forest Heart].wild-night[0]	Measured	rate Asserted from the locations sheet
static_pokemon	Virizion	693	Viridian Forest Heart	Kanto	fixed-overworld	NA	NA	1	NA	9	Koga	UNK	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	one-time placement	data.js:areas[Viridian Forest Heart].fixed-overworld[9]	Measured	NONE
item_ground	TM15	303	Viridian Forest Heart	Kanto	item-standard	NA	NA	1	NA	0	Brock	UNK	NA	NA	NA	NA	NA	15	Electroweb	NA	TRUE	single placement	data.js:areas[Viridian Forest Heart].item-standard[0]	Measured	NONE
item_ground	Butterfrite	730	Viridian Forest Heart	Kanto	item-standard	NA	NA	1	NA	9	Koga	UNK	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	single placement	data.js:areas[Viridian Forest Heart].item-standard[9]	Measured	NONE
item_ground	TM81	406	Viridian Forest Heart	Kanto	item-standard	NA	NA	1	NA	9	Koga	UNK	NA	NA	NA	NA	NA	81	X-Scissor	NA	TRUE	single placement	data.js:areas[Viridian Forest Heart].item-standard[9]	Measured	NONE
item_hidden	Potion	13	Viridian Forest Heart	Kanto	item-hidden	NA	NA	10	NA	0	Brock	UNK	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	single placement	data.js:areas[Viridian Forest Heart].item-hidden[0]	Asserted	 quantity from the official item sheet
item_hidden	Antidote	14	Viridian Forest Heart	Kanto	item-hidden	NA	NA	1	NA	0	Brock	UNK	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	single placement	data.js:areas[Viridian Forest Heart].item-hidden[0]	Measured	NONE
raid_den	Gourgeist	856	Viridian Forest Heart	Kanto	raid3	NA	NA	REPEATABLE	Wishing Piece to re-activate a spent den	0	Brock	UNK	NA	NA	NA	NA	3	NA	NA	Star Piece,Nugget,Dusk Ball,Salac Berry,Heal Ball,Leppa Berry,Dream Patch,PP Max,PP Max,PP Max	FALSE	NA	data.js:areas[Viridian Forest Heart].raid3[0]	Measured	NONE
raid_den	Golurk	676	Viridian Forest Heart	Kanto	raid3	NA	NA	REPEATABLE	Wishing Piece to re-activate a spent den	0	Brock	UNK	NA	NA	NA	NA	3	NA	NA	Star Piece,Nugget,Dusk Ball,Salac Berry,Heal Ball,Leppa Berry,Dream Patch,PP Max,PP Max,PP Max	FALSE	NA	data.js:areas[Viridian Forest Heart].raid3[0]	Measured	NONE
raid_den	Granbull	210	Viridian Forest Heart	Kanto	raid3	NA	NA	REPEATABLE	Wishing Piece to re-activate a spent den	0	Brock	UNK	NA	NA	NA	NA	3	NA	NA	Star Piece,Nugget,Dusk Ball,Salac Berry,Heal Ball,Leppa Berry,Dream Patch,PP Max,PP Max,PP Max	FALSE	NA	data.js:areas[Viridian Forest Heart].raid3[0]	Measured	NONE
raid_den	Flutter Mane	1246	Viridian Forest Heart	Kanto	raid5	NA	NA	REPEATABLE	Wishing Piece to re-activate a spent den	0	Brock	UNK	NA	NA	NA	NA	5	NA	NA	Nugget,Big Nugget,Ultra Ball,Wishing Piece,Salac Berry,Heal Ball,Leppa Berry,PP Max,PP Max,Life Orb,Life Orb	FALSE	NA	data.js:areas[Viridian Forest Heart].raid5[0]	Measured	NONE
